journalId,journalUrl,journalTitle,journalVolumeIds
jou297,5e8c6a67-927f-4006-a14b-22f1eb7ec3d6,Current protein and peptide science,vol297
jou298,2dfd9d00-649a-480f-9e1a-be3cbb8b5c83,Evolutionary Applications,vol298
jou299,8baa4515-fac4-4b34-be0d-49385d586277,"Proteins: Structure, Function, and Bioinformatics",vol299
jou300,03ee5102-bee1-4f48-8745-b97b885b6afd,Ecological Applications,vol300
jou301,fd4c7628-c16e-4b50-8555-3ac3ad6da2d7,NeuroImage,vol301
jou302,98ea9a6a-c9d7-4b4e-97ec-ee582bd62fa2,Electronic Journal of Combinatorics,vol302
jou303,dd8a31c4-b5ed-47a4-9146-9e41b6ae9443,IET Systems Biology,vol303
jou304,d7d15b42-f092-422f-8287-cb47ffe4a422,Journal of Graph Theory,vol304
jou305,3efe0b58-b06e-42c1-8a30-01b13201c739,Landscape Ecology,vol305
jou306,2f38f299-9909-4c8e-a12e-76fca8afb42e,Discrete Mathematics,vol306
jou307,1a167e40-5fcf-4a0c-ad62-48a6c87707b7,Canadian Journal of Mathematics - Journal Canadien de Mathematiques,vol307
jou308,89f81207-2335-4d39-8422-919955037191,Acta Crystallographica Section B Structural Science,vol308
jou309,cc43107f-e671-4f87-99f5-ae12f9992c0d,Mathematical Systems Theory,vol309
jou310,602bea1c-7ecb-43ec-a867-7666099e62c3,SIAM Journal on Discrete Mathematics,vol310
jou311,f4f9e4d0-b477-46a6-bd60-07475fc3a0bd,Adaptive Behavior,vol311
jou312,f09e3439-2129-47ae-81c3-42fac2e6bf5c,American Scientist,vol312
jou313,8a32f160-84d2-4c72-b3ab-c5de11116574,Journal of combinatorial theory. Series A,vol313
jou314,336446b6-e859-4f7b-9121-d2d40357fe0a,"IEEE Transactions on Systems, Man and Cybernetics",vol314
jou315,369b7733-9b48-4432-85b6-1e3e41080d1b,Applied Mathematical Sciences,vol315
jou316,f62e5eab-173a-4e0a-a963-ed8de9835d22,IEEE Signal Processing Magazine,vol316
jou317,e6bfdcb4-2a51-40d0-bba8-df275f223711,The VLDB journal,vol317
jou318,1ef13c1d-f8f6-481d-877b-5c802a40f8d5,Nonlinear Biomedical Physics,vol318
jou319,f854e875-59c8-4001-a920-0670366ec189,Ecosphere,vol319
jou320,f434f649-1188-4297-9bd8-58942db8a135,Journal of Applied and Computational Topology,vol320
jou321,63f7ec25-0bc0-46cf-b5c3-908c2e9ee9da,Biology,vol321
jou322,1283a59c-0d1f-48c3-81d7-02172f597e70,IEEE Transactions on Automatic Control,vol322
jou323,c7be0e82-620f-44c5-b6de-46310d59c7b8,IEEE Control Systems,vol323
jou324,de34e080-a004-422c-b361-3ac450406f66,Multiscale Modeling & simulation,vol324
jou325,a0159c98-eac8-484a-856f-91ad681adf96,IEEE Transactions on Systems Science and Cybernetics,vol325
jou326,f6537e0e-c3a9-4de5-bd36-19eda0434065,Journal of the Royal Society Interface,vol326
jou327,859022e2-49ca-45d4-8e43-0fa45d44e934,Annual Review of Clinical Psychology,vol327
jou328,748e730b-add9-47ee-819d-8ae54e504ef9,IEEE Transactions on Information Theory,vol328
jou329,48bfb57a-bc20-4264-8899-7605c9e28d63,Neuroinformatics,vol329
jou330,31504b24-0c4f-400c-b427-1428893025ff,Journal of Statistical Software,vol330
jou331,65967e36-f7db-476f-9d00-fd080a5a8483,IEEE Transactions on Circuits and Systems Part 1: Regular Papers,vol331
jou332,4e46790b-e240-4236-9b8d-a70ed74f900a,IEEE Transactions on Mobile Computing,vol332
jou333,f06e7ee6-cd20-45a8-91f9-6c84bcddc5fd,Optics Express,vol333
jou334,0e3b51a7-21d8-477c-8918-14a55f087532,SIAM Journal on Scientific Computing,vol334
jou335,4f96108e-f62c-48be-a31a-b3d1ad831330,Internet Mathematics,vol335
jou336,f585b638-9311-4c6b-b910-0c90ccc2ee66,Journal of Computational Neuroscience,vol336
jou337,d64970b5-c111-42a8-aef4-66705a3b73dd,SIAM Journal of Control and Optimization,vol337
jou338,39b8b5dc-1ca2-4d60-9973-fb023d4d6c4c,Mathematics of Operations Research,vol338
jou339,ebb34bf6-eb0a-4d70-81fc-53360c4c20b3,Cell Systems,vol339
jou340,e66d27b6-cdf4-44e9-9420-52fe00567139,The International Journal of Life Cycle Assessment,vol340
jou341,d10bf495-9155-454f-be8e-490180513492,Mobile DNA,vol341
jou342,643a31e6-3016-4604-beca-0edfc0e2a834,Applied and Environmental Microbiology,vol342
jou343,fbdeb2fb-ac8a-49ee-a405-19f76371141b,IEEE Engineering in Medicine and Biology Magazine,vol343
jou344,fd4675fe-4136-446c-aefd-3658aae698ac,Journal of Cheminformatics,vol344
jou345,a88e2a6c-903f-42e1-8dfc-f2547e32020a,IEEE Transactions on Affective Computing,vol345
jou346,939ee07c-6009-43f8-b884-69238b40659e,International Journal of Computer Vision,vol346
jou347,3f16aef5-6b9f-4f87-baca-cbf8147e352f,Journal of Chemical Information and Modeling,vol347
jou348,6fdeda46-9d42-4591-a065-6d21c4986a89,Cytogenetic and Genome Research,vol348
jou349,7dda5bd1-752f-45e5-bc7b-09633096916e,Language Resources and Evaluation,vol349
jou350,9d1e9467-890b-44c6-92c4-5d604973af84,Journal of Biomolecular NMR,vol350
jou351,6cc36eeb-d056-42c4-a306-7bcb239cc442,Image and Vision Computing,vol351
jou352,8dcbaea5-3cdb-48b3-9f93-45c12ca1bb91,BMC Genomics,vol352
jou353,5e329303-0790-4991-832f-dd8a737ec6fb,Signal processing. Image communication,vol353
jou354,7bcfec9d-4ece-43ad-8a9f-b653e1b3ec4e,Systematic Reviews,vol354
jou355,4e90b61b-3ae1-4b4c-9348-d67a3825e703,Medical Physics (Lancaster),vol355
jou356,4927fc60-c4fd-4482-a987-8ce831e407cc,JAMA Oncology,vol356
jou357,137f4fd6-2e4e-486f-9046-1e37e4301c91,Immunogenetics,vol357
jou358,c999d5bf-6e3d-40df-a5a0-d32a59714a2d,RNA: A publication of the RNA Society,vol358
jou359,7a0fa873-9493-466e-aaf2-2eeb6a4d41f2,Antimicrobial Agents and Chemotherapy,vol359
jou360,b5aaa937-18c7-4a65-84a1-52713f6080fe,Global Change Biology,vol360
jou361,aabd4314-5af1-4ee4-af7e-a012aade1650,Bulletin of Earthquake Engineering,vol361
jou362,c68dc5a1-06e8-4c33-a6bd-1cbf7d2c7ff5,Biocontrol News and Information,vol362
jou363,956bc149-0711-4d69-bb43-d462859b6f1d,Therapeutic Drug Monitoring,vol363
jou364,aab03e41-f80d-48b3-89bd-60eeeceafc7d,ACM Transactions on Graphics,vol364
jou365,4e6d067b-67a9-4c4c-886f-9ae510c6df38,Accounts of Chemical Research,vol365
jou366,aaf4c77b-c663-4009-862d-da25e19dfed2,Journal of Human Genetics,vol366
jou367,0f9e8bfc-fdfb-402f-bb26-c23177ec102a,Pharmacoepidemiology and Drug Safety,vol367
jou368,46722266-4327-4a22-871d-5a9fe3c5ad0c,International Journal on Document Analysis and Recognition,vol368
jou369,122c0867-01c1-4ac7-b8a5-998cc5a278e2,Academic Radiology,vol369
jou370,39fbefa9-1bb7-44ef-ab6a-18458e77cb8f,Novartis Foundation symposium,vol370
jou371,b482a99f-ef53-4694-aec6-32ad78e0d716,BMC Cancer,vol371
jou372,3010f82b-3d11-40b5-ab28-f956fb2c4cc6,"Behavoir research methods, instruments & computers",vol372
jou373,e35a87a3-a6c4-47bf-acca-3e615ddb9c58,ACM Transactions on Database Systems,vol373
jou374,a7abfa95-0b9f-4416-9cd2-3271591663d2,British Journal of Cancer,vol374
jou375,d148a331-a75b-4289-81bd-0686aab60bdc,Journal of Applied Crystallography,vol375
jou376,b5b6ba6d-5b59-4229-9b9d-6e8b87e8e857,Springer Netherlands,vol376
jou377,477368e9-7a8e-475a-8c93-6d623797fd06,Multimedia tools and applications,vol377
jou378,dc31f077-7737-4e33-baa3-bceeff44ec27,New England Journal of Medicine,vol378
jou379,3b9c2af9-8503-4d14-a0de-af5ba0143ed2,PLoS Medicine,vol379
jou380,1e7039c8-e30c-4af0-b7d3-f5e05dff5d21,Methods in Enzymology,vol380
jou381,4cce60a8-2106-4240-bece-fb6488df6bd1,Journal of Medicinal Chemistry,vol381
jou382,2018b690-8eab-42c2-8397-9d67983f7a69,Biophysical Journal,vol382
jou383,d29d1bb6-4b95-4ab8-b0f7-18b109ee7d07,Environmental Health,vol383
jou384,47464297-4c88-44d5-9112-53a865e99be5,Applied Optics,vol384
