END_ID,START_ID,comment,acceptanceProbability
2-s2.0-85185446281,57224901353,Great paper!,0.254
2-s2.0-85185446281,58080787200,Needs more clarity.,0.701
2-s2.0-85185446281,57972780100,Needs more clarity.,0.466
2-s2.0-85181554942,55798696600,Interesting findings.,0.454
2-s2.0-85181554942,57223100274,Interesting findings.,0.264
2-s2.0-85181554942,57216897227,Needs more clarity.,0.838
2-s2.0-85180992517,22836413100,Interesting findings.,0.249
2-s2.0-85180992517,58843839400,Great paper!,0.538
2-s2.0-85180992517,57220589487,Great paper!,0.165
2-s2.0-85180003109,55775590200,Interesting findings.,0.932
2-s2.0-85180003109,58180450300,Needs more clarity.,0.474
2-s2.0-85180003109,57206622598,Needs more clarity.,0.167
2-s2.0-85185534180,58044844200,Needs more clarity.,0.463
2-s2.0-85185534180,7410314498,Interesting findings.,0.732
2-s2.0-85185534180,57204718740,Great paper!,0.285
2-s2.0-85184013994,57899726400,Needs more clarity.,0.447
2-s2.0-85184013994,57192839196,Interesting findings.,0.405
2-s2.0-85184013994,54882040600,Needs more clarity.,0.845
2-s2.0-85185196353,55861207000,Interesting findings.,0.876
2-s2.0-85185196353,7409243297,Great paper!,0.222
2-s2.0-85185196353,57838123000,Interesting findings.,0.008
2-s2.0-85183617715,58886919700,Great paper!,0.363
2-s2.0-85183617715,57747644000,Great paper!,0.968
2-s2.0-85183617715,55326887200,Needs more clarity.,0.249
2-s2.0-85184784138,7004645157,Great paper!,0.335
2-s2.0-85184784138,57204480878,Needs more clarity.,0.585
2-s2.0-85184784138,58842470800,Interesting findings.,0.451
2-s2.0-85175845306,58220346200,Interesting findings.,0.06
2-s2.0-85175845306,58855581000,Interesting findings.,0.538
2-s2.0-85175845306,58700491000,Great paper!,0.479
2-s2.0-85185563216,58108254100,Needs more clarity.,0.391
2-s2.0-85185563216,57391088400,Interesting findings.,0.393
2-s2.0-85185563216,56811052200,Interesting findings.,0.561
2-s2.0-85185893844,56398672800,Great paper!,0.843
2-s2.0-85185893844,57219734084,Needs more clarity.,0.177
2-s2.0-85185893844,58290032400,Interesting findings.,0.757
2-s2.0-85162925159,8747375200,Needs more clarity.,0.137
2-s2.0-85162925159,58587105000,Interesting findings.,0.531
2-s2.0-85162925159,6603541160,Great paper!,0.921
2-s2.0-85183316435,57870159800,Interesting findings.,0.351
2-s2.0-85183316435,58743940800,Needs more clarity.,0.487
2-s2.0-85183316435,55229687800,Interesting findings.,0.165
2-s2.0-85175308457,57219282175,Great paper!,0.528
2-s2.0-85175308457,7003870033,Great paper!,0.676
2-s2.0-85175308457,58723017300,Interesting findings.,0.753
2-s2.0-85186123698,57225170352,Interesting findings.,0.685
2-s2.0-85186123698,13807663000,Great paper!,0.939
2-s2.0-85186123698,57115592600,Needs more clarity.,0.197
2-s2.0-85185295943,7404969719,Great paper!,0.245
2-s2.0-85185295943,57900047300,Needs more clarity.,0.571
2-s2.0-85185295943,58747778700,Needs more clarity.,0.834
2-s2.0-85185886528,39263129100,Needs more clarity.,0.909
2-s2.0-85185886528,58872774000,Great paper!,0.524
2-s2.0-85185886528,57782291800,Needs more clarity.,0.071
2-s2.0-85185530126,57365598500,Interesting findings.,0.408
2-s2.0-85185530126,7403133067,Interesting findings.,0.965
2-s2.0-85185530126,58360509100,Needs more clarity.,0.173
2-s2.0-85181927506,24734045900,Needs more clarity.,0.907
2-s2.0-85181927506,57209524245,Great paper!,0.753
2-s2.0-85181927506,58598357500,Needs more clarity.,0.331
2-s2.0-85184772409,56518547900,Interesting findings.,0.119
2-s2.0-85184772409,57219367154,Interesting findings.,0.618
2-s2.0-85184772409,57201085779,Needs more clarity.,0.994
2-s2.0-85180008530,57221142773,Great paper!,0.419
2-s2.0-85180008530,55673706800,Needs more clarity.,0.926
2-s2.0-85180008530,57203175542,Great paper!,0.277
2-s2.0-85177038595,58414735600,Needs more clarity.,0.166
2-s2.0-85177038595,36655166200,Great paper!,0.818
2-s2.0-85177038595,55256438800,Interesting findings.,0.502
2-s2.0-85162638577,56034480700,Interesting findings.,0.256
2-s2.0-85162638577,57201989738,Interesting findings.,0.271
2-s2.0-85162638577,57215125645,Interesting findings.,0.544
2-s2.0-85185836203,57214246587,Great paper!,0.538
2-s2.0-85185836203,58815390500,Interesting findings.,0.151
2-s2.0-85185836203,55978408700,Great paper!,0.155
2-s2.0-85180474553,58010228500,Interesting findings.,0.449
2-s2.0-85180474553,57200205153,Great paper!,0.454
2-s2.0-85180474553,35254693100,Needs more clarity.,0.647
2-s2.0-85179680997,57216619612,Needs more clarity.,0.826
2-s2.0-85179680997,58438804200,Interesting findings.,0.9
2-s2.0-85179680997,57221789595,Interesting findings.,0.186
2-s2.0-85175571986,56326961600,Great paper!,0.161
2-s2.0-85175571986,58610944500,Needs more clarity.,0.784
2-s2.0-85175571986,57226424818,Needs more clarity.,0.364
2-s2.0-85184843160,57192708454,Great paper!,0.715
2-s2.0-85184843160,58549101600,Great paper!,0.339
2-s2.0-85184843160,7004126196,Interesting findings.,0.919
2-s2.0-85185728610,57201037694,Needs more clarity.,0.672
2-s2.0-85185728610,57218180250,Interesting findings.,0.662
2-s2.0-85185728610,58891965200,Great paper!,0.631
2-s2.0-85185603072,57217555839,Great paper!,0.356
2-s2.0-85185603072,55716564600,Needs more clarity.,0.172
2-s2.0-85185603072,57219187405,Interesting findings.,0.552
2-s2.0-85185843262,23003641100,Needs more clarity.,0.965
2-s2.0-85185843262,57219611877,Interesting findings.,0.517
2-s2.0-85185843262,57226526345,Needs more clarity.,0.524
2-s2.0-85184991527,18937900300,Interesting findings.,0.28
2-s2.0-85184991527,57449270900,Great paper!,0.665
2-s2.0-85184991527,36102395900,Great paper!,0.297
2-s2.0-85163531154,55718514700,Great paper!,0.435
2-s2.0-85163531154,57289930700,Needs more clarity.,0.316
2-s2.0-85163531154,7202190341,Great paper!,0.088
2-s2.0-85180346681,55980119500,Interesting findings.,0.049
2-s2.0-85180346681,55442680000,Needs more clarity.,0.902
2-s2.0-85180346681,58803324700,Great paper!,0.555
2-s2.0-85175298646,58838740700,Interesting findings.,0.925
2-s2.0-85175298646,27368002700,Interesting findings.,0.278
2-s2.0-85175298646,57205063013,Needs more clarity.,0.894
2-s2.0-85185410156,58844044800,Interesting findings.,0.561
2-s2.0-85185410156,57782501300,Great paper!,0.696
2-s2.0-85185410156,58745008900,Interesting findings.,0.948
2-s2.0-85184862319,57194396347,Interesting findings.,0.36
2-s2.0-85184862319,55233528600,Interesting findings.,0.717
2-s2.0-85184862319,57198597208,Great paper!,0.445
2-s2.0-85162849595,45661024000,Great paper!,0.433
2-s2.0-85162849595,57210163330,Interesting findings.,0.34
2-s2.0-85162849595,57223909507,Great paper!,0.611
2-s2.0-85182607088,36442037700,Great paper!,0.437
2-s2.0-85182607088,58838580500,Great paper!,0.229
2-s2.0-85182607088,7406678276,Needs more clarity.,0.227
2-s2.0-85177801850,35227837000,Needs more clarity.,0.647
2-s2.0-85177801850,57222097217,Great paper!,0.148
2-s2.0-85177801850,16029789200,Interesting findings.,0.523
2-s2.0-85182282454,58147483200,Interesting findings.,0.569
2-s2.0-85182282454,57899913400,Great paper!,0.49
2-s2.0-85182282454,24779048200,Interesting findings.,0.251
2-s2.0-85184668525,35069234100,Needs more clarity.,0.765
2-s2.0-85184668525,54885367100,Interesting findings.,0.744
2-s2.0-85184668525,57224138901,Interesting findings.,0.623
2-s2.0-85181521733,57109909900,Needs more clarity.,0.865
2-s2.0-85181521733,56286399800,Needs more clarity.,0.013
2-s2.0-85181521733,58631309900,Needs more clarity.,0.525
2-s2.0-85185702802,57198552522,Great paper!,0.827
2-s2.0-85185702802,55157668300,Needs more clarity.,0.494
2-s2.0-85185702802,58653745700,Great paper!,0.634
2-s2.0-85176116729,57928851400,Interesting findings.,0.939
2-s2.0-85176116729,55544412000,Interesting findings.,0.343
2-s2.0-85176116729,56216269900,Great paper!,0.666
2-s2.0-85184495806,58839036500,Needs more clarity.,0.213
2-s2.0-85184495806,58610781000,Great paper!,0.487
2-s2.0-85184495806,57218315711,Interesting findings.,0.987
2-s2.0-85184764835,57219766548,Needs more clarity.,0.252
2-s2.0-85184764835,58685400300,Great paper!,0.568
2-s2.0-85184764835,57202297571,Needs more clarity.,0.428
2-s2.0-85185721121,57218480964,Great paper!,0.782
2-s2.0-85185721121,57900121000,Great paper!,0.315
2-s2.0-85185721121,57215130294,Interesting findings.,0.195
2-s2.0-85185829418,56016463900,Great paper!,0.36
2-s2.0-85185829418,55968570700,Great paper!,0.016
2-s2.0-85185829418,58385530100,Needs more clarity.,0.736
2-s2.0-85185311488,56516241700,Needs more clarity.,0.255
2-s2.0-85185311488,57203915409,Needs more clarity.,0.744
2-s2.0-85185311488,57226141615,Interesting findings.,0.785
2-s2.0-85185556722,57131678500,Needs more clarity.,0.524
2-s2.0-85185556722,58867747700,Needs more clarity.,0.212
2-s2.0-85185556722,57206643105,Needs more clarity.,0.964
2-s2.0-85185275508,57222164078,Needs more clarity.,0.545
2-s2.0-85185275508,57202860636,Great paper!,0.974
2-s2.0-85185275508,57203812328,Interesting findings.,0.985
2-s2.0-85185533569,13611584500,Needs more clarity.,0.076
2-s2.0-85185533569,25649678100,Interesting findings.,0.451
2-s2.0-85185533569,57207886582,Interesting findings.,0.703
2-s2.0-85185471153,57201451763,Interesting findings.,0.82
2-s2.0-85185471153,7404779219,Needs more clarity.,0.539
2-s2.0-85185471153,57205589298,Needs more clarity.,0.246
2-s2.0-85184842125,57872104900,Interesting findings.,0.082
2-s2.0-85184842125,55311290300,Needs more clarity.,0.536
2-s2.0-85184842125,57966067100,Great paper!,0.72
2-s2.0-85185161461,58719566900,Great paper!,0.725
2-s2.0-85185161461,57223345646,Great paper!,0.963
2-s2.0-85185161461,57201345956,Great paper!,0.351
2-s2.0-85184516056,58740326600,Interesting findings.,0.185
2-s2.0-85184516056,58863872200,Interesting findings.,0.702
2-s2.0-85184516056,57273628900,Great paper!,0.764
2-s2.0-85186118106,54793508500,Needs more clarity.,0.864
2-s2.0-85186118106,57216281009,Great paper!,0.671
2-s2.0-85186118106,57191893690,Interesting findings.,0.418
2-s2.0-85184842635,57935971300,Needs more clarity.,0.994
2-s2.0-85184842635,34882458900,Great paper!,0.194
2-s2.0-85184842635,57199132332,Great paper!,0.38
2-s2.0-85185563020,57202777035,Needs more clarity.,0.017
2-s2.0-85185563020,55164255400,Interesting findings.,0.083
2-s2.0-85185563020,58256933100,Interesting findings.,0.052
2-s2.0-85186096308,22636383200,Interesting findings.,0.809
2-s2.0-85186096308,58851272500,Interesting findings.,0.19
2-s2.0-85186096308,56720691800,Needs more clarity.,0.976
2-s2.0-85185966820,57200584584,Great paper!,0.713
2-s2.0-85185966820,58371760700,Needs more clarity.,0.577
2-s2.0-85185966820,57219760840,Needs more clarity.,0.888
2-s2.0-85185559744,58872636900,Needs more clarity.,0.928
2-s2.0-85185559744,10045115600,Interesting findings.,0.798
2-s2.0-85185559744,8891682100,Great paper!,0.428
2-s2.0-85185538600,58548157700,Interesting findings.,0.777
2-s2.0-85185538600,56450874700,Interesting findings.,0.066
2-s2.0-85185538600,57477454300,Needs more clarity.,0.495
2-s2.0-85184842032,58567137700,Interesting findings.,0.905
2-s2.0-85184842032,58803584900,Great paper!,0.54
2-s2.0-85184842032,57196237114,Great paper!,0.815
2-s2.0-85181404263,57219861572,Interesting findings.,0.513
2-s2.0-85181404263,58837412300,Great paper!,0.232
2-s2.0-85181404263,58861052100,Needs more clarity.,0.134
2-s2.0-85185174620,58845994200,Needs more clarity.,0.428
2-s2.0-85185174620,58143813100,Needs more clarity.,0.316
2-s2.0-85185174620,57829770600,Interesting findings.,0.203
2-s2.0-85185567255,57219685480,Needs more clarity.,0.799
2-s2.0-85185567255,56610420300,Interesting findings.,0.214
2-s2.0-85185567255,57402433900,Interesting findings.,0.982
2-s2.0-85186066064,57204445852,Great paper!,0.872
2-s2.0-85186066064,55286166600,Needs more clarity.,0.778
2-s2.0-85186066064,57204661732,Needs more clarity.,0.822
2-s2.0-85184995365,58563148600,Great paper!,0.817
2-s2.0-85184995365,35271695700,Great paper!,0.246
2-s2.0-85184995365,12800528700,Great paper!,0.418
2-s2.0-85186120370,57224445049,Interesting findings.,0.087
2-s2.0-85186120370,57225351816,Needs more clarity.,0.953
2-s2.0-85186120370,58739705100,Needs more clarity.,0.504
2-s2.0-85185925501,58860983000,Interesting findings.,0.687
2-s2.0-85185925501,58527535200,Great paper!,0.161
2-s2.0-85185925501,56469924700,Interesting findings.,0.06
2-s2.0-85185832290,58889442400,Interesting findings.,0.943
2-s2.0-85185832290,58648789900,Interesting findings.,0.718
2-s2.0-85185832290,58675111000,Great paper!,0.395
2-s2.0-85185399533,57575552900,Interesting findings.,0.698
2-s2.0-85185399533,57195922728,Needs more clarity.,0.614
2-s2.0-85185399533,57197858320,Interesting findings.,0.862
2-s2.0-85185158556,7202560206,Interesting findings.,0.405
2-s2.0-85185158556,58837238400,Interesting findings.,0.763
2-s2.0-85185158556,58838279600,Needs more clarity.,0.613
2-s2.0-85185177738,58832402300,Great paper!,0.826
2-s2.0-85185177738,58860339900,Needs more clarity.,0.645
2-s2.0-85185177738,56411404900,Needs more clarity.,0.961
2-s2.0-85185572030,48862168000,Interesting findings.,0.093
2-s2.0-85185572030,58823446600,Needs more clarity.,0.176
2-s2.0-85185572030,57748714300,Interesting findings.,0.249
2-s2.0-85184753171,58752273500,Needs more clarity.,0.501
2-s2.0-85184753171,58596752400,Great paper!,0.62
2-s2.0-85184753171,57217594690,Great paper!,0.918
2-s2.0-85184900350,58784119500,Needs more clarity.,0.02
2-s2.0-85184900350,57367679400,Interesting findings.,0.121
2-s2.0-85184900350,58849964500,Great paper!,0.575
2-s2.0-85185908852,57200968025,Great paper!,0.934
2-s2.0-85185908852,57203593477,Needs more clarity.,0.4
2-s2.0-85185908852,57211018905,Great paper!,0.729
2-s2.0-85185792964,56142663300,Great paper!,0.524
2-s2.0-85185792964,16445294900,Interesting findings.,0.88
2-s2.0-85185792964,58862663000,Great paper!,0.152
2-s2.0-85185918929,58119575500,Great paper!,0.94
2-s2.0-85185918929,57142926000,Interesting findings.,0.915
2-s2.0-85185918929,58359715600,Interesting findings.,0.564
2-s2.0-85185828877,57218713536,Needs more clarity.,0.377
2-s2.0-85185828877,7102470957,Needs more clarity.,0.803
2-s2.0-85185828877,57267669800,Interesting findings.,0.915
2-s2.0-85185256114,57221125993,Needs more clarity.,0.974
2-s2.0-85185256114,58841942900,Great paper!,0.408
2-s2.0-85185256114,7201660483,Great paper!,0.09
2-s2.0-85185795710,57222010926,Needs more clarity.,0.992
2-s2.0-85185795710,57200267734,Needs more clarity.,0.968
2-s2.0-85185795710,57291865700,Great paper!,0.082
2-s2.0-85184620613,58611268800,Needs more clarity.,0.981
2-s2.0-85184620613,55262307300,Interesting findings.,0.571
2-s2.0-85184620613,58856445700,Interesting findings.,0.285
2-s2.0-85185814637,36720533600,Great paper!,0.14
2-s2.0-85185814637,57192962246,Needs more clarity.,0.518
2-s2.0-85185814637,35146526800,Interesting findings.,0.929
2-s2.0-85184567694,55773892600,Interesting findings.,0.354
2-s2.0-85184567694,57802818900,Great paper!,0.239
2-s2.0-85184567694,57148853800,Needs more clarity.,0.902
2-s2.0-85185703614,52363447000,Needs more clarity.,0.334
2-s2.0-85185703614,55482174300,Needs more clarity.,0.957
2-s2.0-85185703614,57203746399,Needs more clarity.,0.473
2-s2.0-85185783003,56923886800,Great paper!,0.757
2-s2.0-85185783003,58863013700,Interesting findings.,0.235
2-s2.0-85185783003,57197703890,Needs more clarity.,0.754
2-s2.0-85182897262,55962883000,Great paper!,0.019
2-s2.0-85182897262,15766715700,Interesting findings.,0.144
2-s2.0-85182897262,58838283300,Needs more clarity.,0.099
2-s2.0-85185191587,57204197628,Interesting findings.,0.492
2-s2.0-85185191587,58698002300,Great paper!,0.127
2-s2.0-85185191587,56900440500,Great paper!,0.202
2-s2.0-85184989799,54789923900,Interesting findings.,0.512
2-s2.0-85184989799,58796214500,Interesting findings.,0.143
2-s2.0-85184989799,55586734400,Interesting findings.,0.68
2-s2.0-85185417603,57340547700,Great paper!,0.781
2-s2.0-85185417603,57189615769,Interesting findings.,0.002
2-s2.0-85185417603,57191973188,Great paper!,0.607
2-s2.0-85185474346,58555449900,Great paper!,0.526
2-s2.0-85185474346,57216596242,Needs more clarity.,0.684
2-s2.0-85185474346,36671129700,Great paper!,0.957
2-s2.0-85184915241,57217523280,Interesting findings.,0.14
2-s2.0-85184915241,24758047900,Needs more clarity.,0.568
2-s2.0-85184915241,57091302700,Interesting findings.,0.186
2-s2.0-85185402855,35227229000,Needs more clarity.,0.407
2-s2.0-85185402855,57205186822,Great paper!,0.156
2-s2.0-85185402855,57362576700,Interesting findings.,0.199
2-s2.0-85184523365,57189234579,Great paper!,0.934
2-s2.0-85184523365,58846220400,Needs more clarity.,0.046
2-s2.0-85184523365,58492791400,Great paper!,0.917
2-s2.0-85185453640,58538945000,Needs more clarity.,0.602
2-s2.0-85185453640,57686448400,Interesting findings.,0.737
2-s2.0-85185453640,56324365100,Interesting findings.,0.844
2-s2.0-85185392282,58166785500,Needs more clarity.,0.995
2-s2.0-85185392282,57996643200,Needs more clarity.,0.621
2-s2.0-85185392282,35227752800,Needs more clarity.,0.868
2-s2.0-85185328339,55317833700,Needs more clarity.,0.725
2-s2.0-85185328339,56768425600,Interesting findings.,0.671
2-s2.0-85185328339,58475438300,Needs more clarity.,0.881
2-s2.0-85185158653,58882951400,Needs more clarity.,0.509
2-s2.0-85185158653,58093538700,Great paper!,0.039
2-s2.0-85185158653,57192535293,Interesting findings.,0.916
2-s2.0-85184842287,57987750300,Great paper!,0.744
2-s2.0-85184842287,57197218382,Interesting findings.,0.152
2-s2.0-85184842287,7401523694,Needs more clarity.,0.11
2-s2.0-85185563578,7102360461,Needs more clarity.,0.162
2-s2.0-85185563578,57203572615,Needs more clarity.,0.457
2-s2.0-85185563578,58870167600,Great paper!,0.081
2-s2.0-85185532552,57752010000,Great paper!,0.372
2-s2.0-85185532552,57222557236,Needs more clarity.,0.657
2-s2.0-85185532552,57215696421,Needs more clarity.,0.803
2-s2.0-85184780979,57204002851,Great paper!,0.472
2-s2.0-85184780979,57339921100,Needs more clarity.,0.488
2-s2.0-85184780979,58563638100,Great paper!,0.251
2-s2.0-85184741525,57222228697,Needs more clarity.,0.911
2-s2.0-85184741525,55794370100,Needs more clarity.,0.884
2-s2.0-85184741525,55983688000,Great paper!,0.638
2-s2.0-85184591317,57203495794,Interesting findings.,0.501
2-s2.0-85184591317,57201778159,Needs more clarity.,0.512
2-s2.0-85184591317,56031075800,Needs more clarity.,0.848
2-s2.0-85185684040,58236482900,Great paper!,0.355
2-s2.0-85185684040,55170870300,Needs more clarity.,0.245
2-s2.0-85185684040,58834988600,Needs more clarity.,0.128
2-s2.0-85185848642,57693828900,Needs more clarity.,0.463
2-s2.0-85185848642,36187063300,Interesting findings.,0.66
2-s2.0-85185848642,35277544600,Needs more clarity.,0.537
2-s2.0-85185306374,58853323600,Needs more clarity.,0.864
2-s2.0-85185306374,58590855900,Great paper!,0.944
2-s2.0-85185306374,57809975500,Interesting findings.,0.946
2-s2.0-85184768555,58609875500,Interesting findings.,0.987
2-s2.0-85184768555,57961655600,Needs more clarity.,0.226
2-s2.0-85184768555,55181160400,Needs more clarity.,0.544
2-s2.0-85184776727,36919445000,Needs more clarity.,0.496
2-s2.0-85184776727,58870824100,Interesting findings.,0.161
2-s2.0-85184776727,57219566820,Interesting findings.,0.796
2-s2.0-85185194847,57443275800,Interesting findings.,0.171
2-s2.0-85185194847,57220510951,Great paper!,0.089
2-s2.0-85185194847,57735036900,Needs more clarity.,0.113
2-s2.0-85185845095,57211022898,Needs more clarity.,0.45
2-s2.0-85185845095,57555128200,Needs more clarity.,0.922
2-s2.0-85185845095,56430209200,Interesting findings.,0.31
2-s2.0-85186122007,55759449500,Great paper!,0.801
2-s2.0-85186122007,55981089500,Interesting findings.,0.286
2-s2.0-85186122007,57204147391,Great paper!,0.735
2-s2.0-85185533999,58660081700,Interesting findings.,0.816
2-s2.0-85185533999,57872797600,Needs more clarity.,0.218
2-s2.0-85185533999,35227227900,Great paper!,0.06
2-s2.0-85184990643,56487199400,Needs more clarity.,0.132
2-s2.0-85184990643,57206847990,Great paper!,0.776
2-s2.0-85184990643,58609920100,Needs more clarity.,0.807
2-s2.0-85184772806,57219146145,Needs more clarity.,0.87
2-s2.0-85184772806,57356396300,Great paper!,0.295
2-s2.0-85184772806,55783249300,Interesting findings.,0.346
2-s2.0-85185005801,57298050700,Needs more clarity.,0.441
2-s2.0-85185005801,58018626200,Needs more clarity.,0.6
2-s2.0-85185005801,57213817955,Interesting findings.,0.347
2-s2.0-85184516083,57205708522,Interesting findings.,0.838
2-s2.0-85184516083,58590090800,Great paper!,0.658
2-s2.0-85184516083,57983954500,Interesting findings.,0.6
2-s2.0-85184810643,57219521834,Needs more clarity.,0.944
2-s2.0-85184810643,57985700600,Great paper!,0.854
2-s2.0-85184810643,57202308293,Great paper!,0.988
2-s2.0-85184668898,57212493895,Interesting findings.,0.516
2-s2.0-85184668898,58850088800,Needs more clarity.,0.922
2-s2.0-85184668898,58541691500,Interesting findings.,0.951
2-s2.0-85185830101,58568851000,Needs more clarity.,0.968
2-s2.0-85185830101,55253501900,Interesting findings.,0.977
2-s2.0-85185830101,58295972800,Needs more clarity.,0.497
2-s2.0-85186082736,57818019900,Great paper!,0.992
2-s2.0-85186082736,56397264400,Interesting findings.,0.49
2-s2.0-85186082736,57205462188,Great paper!,0.185
2-s2.0-85184828573,58690341600,Needs more clarity.,0.589
2-s2.0-85184828573,57116819600,Interesting findings.,0.564
2-s2.0-85184828573,58479604900,Interesting findings.,0.599
2-s2.0-85184752666,54968014000,Needs more clarity.,0.777
2-s2.0-85184752666,58888236500,Interesting findings.,0.952
2-s2.0-85184752666,58845404200,Great paper!,0.667
2-s2.0-85185179295,57272518800,Great paper!,0.177
2-s2.0-85185179295,56068357700,Interesting findings.,0.835
2-s2.0-85185179295,55512425800,Needs more clarity.,0.994
2-s2.0-85186120973,57212345251,Great paper!,0.804
2-s2.0-85186120973,57193250941,Interesting findings.,0.834
2-s2.0-85186120973,57199260335,Needs more clarity.,0.881
2-s2.0-85185841124,58042879100,Interesting findings.,0.414
2-s2.0-85185841124,58125673300,Great paper!,0.364
2-s2.0-85185841124,57196090148,Needs more clarity.,0.183
2-s2.0-85185529771,35277823100,Great paper!,0.476
2-s2.0-85185529771,58607123300,Interesting findings.,0.471
2-s2.0-85185529771,57728117000,Needs more clarity.,0.937
2-s2.0-85185270676,57215669052,Interesting findings.,0.028
2-s2.0-85185270676,39262931200,Needs more clarity.,0.985
2-s2.0-85185270676,57667153900,Great paper!,0.234
2-s2.0-85184761154,16642803700,Needs more clarity.,0.427
2-s2.0-85184761154,36611278300,Great paper!,0.261
2-s2.0-85184761154,57214837723,Needs more clarity.,0.563
2-s2.0-85184522610,57736246000,Great paper!,0.854
2-s2.0-85184522610,56129306300,Great paper!,0.371
2-s2.0-85184522610,56779317600,Great paper!,0.664
2-s2.0-85185562561,56073977200,Needs more clarity.,0.361
2-s2.0-85185562561,11139449500,Needs more clarity.,0.239
2-s2.0-85185562561,56839200100,Great paper!,0.314
2-s2.0-85185470365,56189142800,Needs more clarity.,0.855
2-s2.0-85185470365,57191896081,Interesting findings.,0.909
2-s2.0-85185470365,58763927600,Needs more clarity.,0.319
2-s2.0-85185883002,7404655927,Interesting findings.,0.564
2-s2.0-85185883002,7401706658,Needs more clarity.,0.134
2-s2.0-85185883002,8969748600,Interesting findings.,0.274
2-s2.0-85185881583,56595163600,Needs more clarity.,0.624
2-s2.0-85185881583,57217252806,Great paper!,0.275
2-s2.0-85185881583,57204446540,Interesting findings.,0.73
2-s2.0-85184620780,57218298163,Needs more clarity.,0.605
2-s2.0-85184620780,8921636500,Great paper!,0.951
2-s2.0-85184620780,44261803600,Interesting findings.,0.653
2-s2.0-85184665132,57218676684,Great paper!,0.92
2-s2.0-85184665132,55319027400,Great paper!,0.753
2-s2.0-85184665132,26535144800,Great paper!,0.119
2-s2.0-85186143826,58448873700,Great paper!,0.111
2-s2.0-85186143826,57200307051,Needs more clarity.,0.174
2-s2.0-85186143826,58148423100,Great paper!,0.768
2-s2.0-85184563937,57732322500,Great paper!,0.615
2-s2.0-85184563937,57208778716,Great paper!,0.792
2-s2.0-85184563937,55356436300,Interesting findings.,0.841
2-s2.0-85185529641,57196082292,Interesting findings.,0.35
2-s2.0-85185529641,58838065300,Needs more clarity.,0.243
2-s2.0-85185529641,57236984200,Great paper!,0.793
2-s2.0-85184613330,7403419356,Great paper!,0.042
2-s2.0-85184613330,57209197689,Great paper!,0.737
2-s2.0-85184613330,57215930938,Great paper!,0.215
2-s2.0-85184781373,58740800200,Interesting findings.,0.003
2-s2.0-85184781373,58149461700,Interesting findings.,0.264
2-s2.0-85184781373,56075119700,Interesting findings.,0.601
2-s2.0-85184997459,57207928300,Interesting findings.,0.817
2-s2.0-85184997459,58837723400,Needs more clarity.,0.331
2-s2.0-85184997459,57207764724,Great paper!,0.45
2-s2.0-85183974326,58806324600,Great paper!,0.573
2-s2.0-85183974326,57204040162,Great paper!,0.36
2-s2.0-85183974326,58351362400,Interesting findings.,0.113
2-s2.0-85182382576,57217164865,Great paper!,0.976
2-s2.0-85182382576,57215199892,Needs more clarity.,0.477
2-s2.0-85182382576,57560905200,Great paper!,0.011
2-s2.0-85182520940,57206476629,Needs more clarity.,0.156
2-s2.0-85182520940,58537325300,Interesting findings.,0.121
2-s2.0-85182520940,30867579000,Great paper!,0.88
2-s2.0-85184050104,57210706883,Needs more clarity.,0.136
2-s2.0-85184050104,58778095300,Needs more clarity.,0.058
2-s2.0-85184050104,58841958200,Interesting findings.,0.759
2-s2.0-85183862848,35084820400,Great paper!,0.452
2-s2.0-85183862848,58611190500,Interesting findings.,0.106
2-s2.0-85183862848,57215883437,Interesting findings.,0.549
2-s2.0-85183452856,58524301400,Great paper!,0.933
2-s2.0-85183452856,57211014569,Needs more clarity.,0.488
2-s2.0-85183452856,57224845482,Interesting findings.,0.711
2-s2.0-85182521987,58805735700,Interesting findings.,0.173
2-s2.0-85182521987,57191094916,Great paper!,0.017
2-s2.0-85182521987,57544397600,Interesting findings.,0.188
2-s2.0-85184003481,58550366100,Great paper!,0.465
2-s2.0-85184003481,55180128000,Interesting findings.,0.912
2-s2.0-85184003481,58862054000,Interesting findings.,0.923
2-s2.0-85183669230,57193385963,Interesting findings.,0.019
2-s2.0-85183669230,58902338700,Interesting findings.,0.853
2-s2.0-85183669230,57828732300,Needs more clarity.,0.19
2-s2.0-85184143706,57224786687,Needs more clarity.,0.949
2-s2.0-85184143706,58773259600,Needs more clarity.,0.441
2-s2.0-85184143706,57219807080,Interesting findings.,0.307
2-s2.0-85183947199,57207166932,Interesting findings.,0.225
2-s2.0-85183947199,57200823378,Interesting findings.,0.388
2-s2.0-85183947199,26643397400,Interesting findings.,0.119
2-s2.0-85183011457,56939533400,Interesting findings.,0.782
2-s2.0-85183011457,57437690700,Interesting findings.,0.437
2-s2.0-85183011457,55713828900,Interesting findings.,0.701
2-s2.0-85184018162,55211873300,Interesting findings.,0.161
2-s2.0-85184018162,57872838900,Great paper!,0.595
2-s2.0-85184018162,57221250621,Needs more clarity.,0.836
2-s2.0-85184151292,58558998900,Needs more clarity.,0.168
2-s2.0-85184151292,57957231300,Needs more clarity.,0.677
2-s2.0-85184151292,57222557236,Great paper!,0.893
2-s2.0-85183046144,57777329100,Needs more clarity.,0.232
2-s2.0-85183046144,7404148398,Needs more clarity.,0.91
2-s2.0-85183046144,57221930106,Great paper!,0.368
