START_ID,journal,volume,year,END_ID
2-s2.0-85185262749,IEEE Transactions on Circuits and Systems for Video Technology,34,2024,758
2-s2.0-85185169176,Chinese Physics C,48,2024,759
2-s2.0-85184990109,Advanced Composites and Hybrid Materials,7,2024,751
2-s2.0-85185488872,Yuanzineng Kexue Jishu/Atomic Energy Science and Technology,58,2024,719
2-s2.0-85184824563,Journal of Hazardous Materials Advances,13,2024,760
2-s2.0-85184819263,Physics of Fluids,36,2024,666
2-s2.0-85185345329,PLoS ONE,19,2024,724
2-s2.0-85185345965,Physics of Fluids,36,2024,666
2-s2.0-85184849721,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85184748784,Computers and Electronics in Agriculture,217,2024,204
2-s2.0-85185540185,Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)/Journal of Tianjin University Science and Technology,57,2024,362
2-s2.0-85185305464,AIAA Journal,62,2024,761
2-s2.0-85184951332,Journal of Semiconductors,45,2024,762
2-s2.0-85185470277,Astrophysical Journal Letters,962,2024,324
2-s2.0-85184805389,CCS Chemistry,6,2024,763
2-s2.0-85184751549,ISPRS Journal of Photogrammetry and Remote Sensing,208,2024,356
2-s2.0-85185347642,Journal of Neural Engineering,21,2024,701
2-s2.0-85185219609,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85185501939,Clinical Transplantation,38,2024,764
2-s2.0-85184864085,Astrophysical Journal Letters,962,2024,324
2-s2.0-85184758473,Transactions of the American Mathematical Society,377,2024,765
2-s2.0-85185338775,Physical Review Applied,21,2024,742
2-s2.0-85184805799,Chinese Journal of Catalysis,57,2024,766
2-s2.0-85184856069,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85185265231,Yingyong Lixue Xuebao/Chinese Journal of Applied Mechanics,41,2024,756
2-s2.0-85185268582,Chinese Journal of Eco-Agriculture,32,2024,767
2-s2.0-85185396006,Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University,45,2024,768
2-s2.0-85185536115,Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University,45,2024,768
2-s2.0-85185218807,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85185113864,Partial Differential Equations and Applications,5,2024,769
2-s2.0-85185285509,Physical Review D,109,2024,695
2-s2.0-85184851610,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85184740954,Structures,60,2024,323
2-s2.0-85184814158,Physics of Fluids,36,2024,666
2-s2.0-85184851733,Monthly Notices of the Royal Astronomical Society,528,2024,314
2-s2.0-85184744369,Transportation Research Part F: Traffic Psychology and Behaviour,101,2024,770
2-s2.0-85184850098,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85184887989,Astrophysical Journal,962,2024,771
2-s2.0-85184856351,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85185289151,"Journal of Guidance, Control, and Dynamics",47,2024,772
2-s2.0-85185218899,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85185283471,Journal of High Energy Physics,2024,2024,717
2-s2.0-85185334077,Yingyong Lixue Xuebao/Chinese Journal of Applied Mechanics,41,2024,756
2-s2.0-85185282427,MedComm,5,2024,773
2-s2.0-85184997192,Review of Scientific Instruments,95,2024,774
2-s2.0-85185240424,Journal of Medical Virology,96,2024,775
2-s2.0-85184855997,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85185339879,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",41,2024,776
2-s2.0-85184779989,Dili Yanjiu,43,2024,750
2-s2.0-85185324312,Physical Review D,109,2024,695
2-s2.0-85184950799,Journal of Semiconductors,45,2024,762
2-s2.0-85184996375,Applied Optics,63,2024,635
2-s2.0-85185404038,Ecological Indicators,159,2024,777
2-s2.0-85185313564,Chinese Journal of Eco-Agriculture,32,2024,767
2-s2.0-85184812794,Physics of Fluids,36,2024,666
2-s2.0-85184857148,Acta Mechanica Sinica/Lixue Xuebao,40,2024,99
2-s2.0-85184854392,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85184483215,Energies,17,2024,698
2-s2.0-85183787224,Journal of Geophysical Research: Earth Surface,129,2024,723
2-s2.0-85184726164,Remote Sensing,16,2024,706
2-s2.0-85184656008,Sensors,24,2024,713
2-s2.0-85183974323,PLoS Pathogens,20,2024,778
2-s2.0-85183955402,Chinese Physics B,33,2024,748
2-s2.0-85183947468,Journal of Catalysis,430,2024,779
2-s2.0-85184668237,Sensors,24,2024,713
2-s2.0-85184479192,Electronics (Switzerland),13,2024,780
2-s2.0-85184661432,Sensors,24,2024,713
2-s2.0-85184232882,Journal of Geophysical Research: Oceans,129,2024,781
2-s2.0-85184659083,Physical Review Applied,21,2024,742
2-s2.0-85184610255,PNAS Nexus,3,2024,782
2-s2.0-85183982752,Yingyong Jichu yu Gongcheng Kexue Xuebao/Journal of Basic Science and Engineering,32,2024,783
2-s2.0-85184006197,Case Studies in Thermal Engineering,54,2024,390
2-s2.0-85184479746,Environment International,184,2024,359
2-s2.0-85183940390,Optics Letters,49,2024,618
2-s2.0-85184288043,Environmental Science and Pollution Research,31,2024,399
2-s2.0-85184668582,Sensors,24,2024,713
2-s2.0-85184376983,Kuei Suan Jen Hsueh Pao/Journal of the Chinese Ceramic Society,52,2024,784
2-s2.0-85184140311,Hydrological Processes,38,2024,785
2-s2.0-85184067055,International Journal of Rock Mechanics and Mining Sciences,174,2024,786
2-s2.0-85184688375,Materials,17,2024,728
2-s2.0-85184707417,Water (Switzerland),16,2024,716
2-s2.0-85184252024,Space Weather,22,2024,787
2-s2.0-85184665748,Transportation Research Part F: Traffic Psychology and Behaviour,101,2024,770
2-s2.0-85184025405,Gongcheng Kexue Xuebao/Chinese Journal of Engineering,46,2024,243
2-s2.0-85184190375,Journal of the Brazilian Society of Mechanical Sciences and Engineering,46,2024,788
2-s2.0-85184521154,Antimicrobial Agents and Chemotherapy,68,2024,789
2-s2.0-85184269532,Environmental Science and Pollution Research,31,2024,399
2-s2.0-85184479011,Mathematics,12,2024,790
2-s2.0-85184492906,Sustainability (Switzerland),16,2024,662
2-s2.0-85183925654,Earthquake Science,37,2024,791
2-s2.0-85184142387,Cancer Research,84,2024,792
2-s2.0-85183965236,Journal of Instrumentation,19,2024,688
2-s2.0-85183942874,Optics Letters,49,2024,618
2-s2.0-85184379299,Water Resources Research,60,2024,793
2-s2.0-85183935269,CAAI Transactions on Intelligence Technology,9,2024,794
2-s2.0-85184695901,CNS Neuroscience and Therapeutics,30,2024,795
2-s2.0-85184026569,Plasma Sources Science and Technology,33,2024,656
2-s2.0-85184371152,National Science Review,11,2024,196
2-s2.0-85183981005,Optics Letters,49,2024,618
2-s2.0-85184029155,Physics of Plasmas,31,2024,796
2-s2.0-85184665694,Sensors,24,2024,713
2-s2.0-85183994324,PLoS Pathogens,20,2024,778
2-s2.0-85184664520,Sensors,24,2024,713
2-s2.0-85184655493,Sensors,24,2024,713
2-s2.0-85184020858,Astrophysical Journal,961,2024,771
2-s2.0-85183946169,Astrophysical Journal Letters,961,2024,324
2-s2.0-85184711425,Materials,17,2024,728
2-s2.0-85184656848,Physical Review Applied,21,2024,742
2-s2.0-85184139910,Physics of Fluids,36,2024,666
2-s2.0-85184002502,Optics Letters,49,2024,618
2-s2.0-85183978968,Materials and Design,238,2024,797
2-s2.0-85183953024,Case Studies in Thermal Engineering,54,2024,390
2-s2.0-85184668392,Bioinformatics,40,2024,798
2-s2.0-85184598635,Research of Environmental Sciences,37,2024,799
2-s2.0-85183971531,Zhongguo Xitu Xuebao/Journal of the Chinese Rare Earth Society,42,2024,800
2-s2.0-85184620092,Astrophysical Journal,962,2024,771
2-s2.0-85184683544,Sustainability (Switzerland),16,2024,662
2-s2.0-85184668675,Current Opinion in Biotechnology,85,2024,801
2-s2.0-85184661599,Energies,17,2024,698
2-s2.0-85183944312,Monthly Notices of the Royal Astronomical Society,528,2024,314
2-s2.0-85184173146,Journal of Mechanical Science and Technology,38,2024,802
2-s2.0-85184409156,Nature Food,5,2024,803
2-s2.0-85183924378,Materials Today Physics,41,2024,804
2-s2.0-85184003428,Current Developments in Nutrition,8,2024,805
2-s2.0-85183822066,Nature Immunology,25,2024,806
2-s2.0-85184050655,Computers and Industrial Engineering,188,2024,409
2-s2.0-85184049280,Case Studies in Thermal Engineering,54,2024,390
2-s2.0-85184554376,Investigative Ophthalmology and Visual Science,65,2024,807
2-s2.0-85184211997,Multimedia Systems,30,2024,808
2-s2.0-85184503105,Animals,14,2024,809
2-s2.0-85183799882,IEEE Transactions on Computational Social Systems,11,2024,810
2-s2.0-85184015370,Kuei Suan Jen Hsueh Pao/Journal of the Chinese Ceramic Society,52,2024,784
2-s2.0-85184517577,IEEE Transactions on Neural Networks and Learning Systems,35,2024,811
2-s2.0-85184476220,Environment International,184,2024,359
2-s2.0-85184035446,IEEE Transactions on Dielectrics and Electrical Insulation,31,2024,812
2-s2.0-85184386580,Jisuanji Xuebao/Chinese Journal of Computers,47,2024,813
2-s2.0-85184469800,Journal of Communication,74,2024,814
2-s2.0-85183905725,Artificial Intelligence Review,57,2024,815
2-s2.0-85184460712,Small Structures,5,2024,816
2-s2.0-85183998553,Ecological Indicators,159,2024,777
2-s2.0-85184506445,Nanomaterials,14,2024,707
2-s2.0-85183966527,Plant Cell,36,2024,817
2-s2.0-85183994622,Astrophysical Journal Letters,961,2024,324
2-s2.0-85183967853,Physical Review B,109,2024,614
2-s2.0-85183944454,Cerebral Cortex,34,2024,697
2-s2.0-85184670447,Water (Switzerland),16,2024,716
2-s2.0-85184190743,Artificial Intelligence Review,57,2024,815
2-s2.0-85183989200,Astrophysical Journal,962,2024,771
2-s2.0-85184002433,Astrophysical Journal,962,2024,771
2-s2.0-85184518019,International Journal of Rock Mechanics and Mining Sciences,174,2024,786
2-s2.0-85183952760,Astronomy and Astrophysics,682,2024,745
2-s2.0-85184379878,IEEE/CAA Journal of Automatica Sinica,11,2024,818
2-s2.0-85184275102,Nano Research,17,2024,411
2-s2.0-85184681282,Molecules,29,2024,819
2-s2.0-85184664559,Energies,17,2024,698
2-s2.0-85184664718,IEEE/CAA Journal of Automatica Sinica,11,2024,818
2-s2.0-85184656666,Sensors,24,2024,713
2-s2.0-85183649186,Chemical Engineering Journal,481,2024,197
2-s2.0-85183305982,Astrophysical Journal,961,2024,771
2-s2.0-85182916869,Chinese Journal of Chemical Engineering,66,2024,820
2-s2.0-85182876762,International Journal of Disaster Risk Reduction,101,2024,627
2-s2.0-85182520302,Energy Conversion and Management,301,2024,308
2-s2.0-85182505388,Physica A: Statistical Mechanics and its Applications,635,2024,372
2-s2.0-85182397304,Materials Science and Engineering: A,892,2024,343
2-s2.0-85182698935,Sustainable Cities and Society,101,2024,195
2-s2.0-85182688582,Building Simulation,17,2024,444
2-s2.0-85183575597,Applied Physics A: Materials Science and Processing,130,2024,821
2-s2.0-85182425438,International Journal of Advanced Manufacturing Technology,130,2024,822
2-s2.0-85182502824,Journal of Environmental Chemical Engineering,12,2024,201
2-s2.0-85182701805,Materials and Structures/Materiaux et Constructions,57,2024,823
2-s2.0-85182733346,Energy Economics,130,2024,824
2-s2.0-85182807851,Journal of Chemometrics,38,2024,825
2-s2.0-85183735630,National Science Review,11,2024,196
2-s2.0-85183503991,Continental Shelf Research,273,2024,826
2-s2.0-85183384185,Monthly Notices of the Royal Astronomical Society,527,2024,314
2-s2.0-85182487514,"Science China: Physics, Mechanics and Astronomy",67,2024,460
2-s2.0-85182895428,Transportation Research Part A: Policy and Practice,180,2024,827
2-s2.0-85182576089,Clinical Immunology,259,2024,828
2-s2.0-85182870667,Carbohydrate Research,536,2024,829
2-s2.0-85183629278,Bulletin of Engineering Geology and the Environment,83,2024,830
2-s2.0-85183461512,Structures,60,2024,323
2-s2.0-85182354001,Surgical Oncology,52,2024,831
2-s2.0-85183693361,National Science Review,11,2024,196
2-s2.0-85182397056,Monthly Notices of the Royal Astronomical Society,528,2024,314
2-s2.0-85183080440,Monthly Notices of the Royal Astronomical Society,527,2024,314
2-s2.0-85183640078,International Journal of Sediment Research,39,2024,832
2-s2.0-85183707534,National Science Review,11,2024,196
2-s2.0-85182892588,Aerospace Science and Technology,145,2024,238
2-s2.0-85183766873,International Journal of Electrical Power and Energy Systems,156,2024,87
2-s2.0-85183088290,Nature Plants ,10,2024,833
2-s2.0-85182725478,Structures,60,2024,323
2-s2.0-85182874877,Renewable Energy,222,2024,214
2-s2.0-85183081644,The Lancet Infectious Diseases,24,2024,834
2-s2.0-85182439068,Microcirculation,31,2024,835
2-s2.0-85182384882,Progress in Neurobiology,233,2024,836
2-s2.0-85182908657,European Journal of Radiology,171,2024,418
2-s2.0-85183186109,Journal of Hydrology,630,2024,335
2-s2.0-85182936386,IEEE Transactions on Human-Machine Systems,54,2024,837
2-s2.0-85183457664,Structures,60,2024,323
2-s2.0-85182541075,Food Research International,177,2024,838
2-s2.0-85182507751,Journal of Environmental Management,352,2024,329
2-s2.0-85183602787,Chemical Engineering Journal,481,2024,197
2-s2.0-85182888759,Journal of Environmental Management,352,2024,329
2-s2.0-85183450227,Computers and Industrial Engineering,188,2024,409
2-s2.0-85182951759,IEEE Photonics Journal,16,2024,839
2-s2.0-85183744754,Science China Information Sciences,67,2024,375
2-s2.0-85182902675,Journal of Water Process Engineering,58,2024,377
2-s2.0-85183424081,Bulletin of Engineering Geology and the Environment,83,2024,830
2-s2.0-85182359998,Structure,32,2024,840
2-s2.0-85183519043,Results in Physics,57,2024,334
2-s2.0-85182873973,Transportation Research Part B: Methodological,180,2024,841
2-s2.0-85183698312,National Science Review,11,2024,196
2-s2.0-85182410892,Inorganic Chemistry Communications,160,2024,842
2-s2.0-85183643204,Applied Physics A: Materials Science and Processing,130,2024,821
2-s2.0-85183451209,International Journal of Plasticity,173,2024,389
2-s2.0-85182893216,Image and Vision Computing,142,2024,352
2-s2.0-85182771790,Astronomical Journal,167,2024,346
2-s2.0-85182908484,Chemical Engineering Journal,481,2024,197
2-s2.0-85182644041,Journal of Polymer Research,31,2024,843
2-s2.0-85183590030,Sustainable Cities and Society,101,2024,195
2-s2.0-85183331963,ISPRS Journal of Photogrammetry and Remote Sensing,208,2024,356
2-s2.0-85182578977,Surfaces and Interfaces,45,2024,373
2-s2.0-85182413351,Nature Aging,4,2024,844
2-s2.0-85183006205,Nano Research,17,2024,411
2-s2.0-85182873583,Colloids and Surfaces B: Biointerfaces,234,2024,845
2-s2.0-85183463948,Journal of Hydrology,630,2024,335
2-s2.0-85182905769,Phytomedicine,124,2024,846
2-s2.0-85183678792,Transactions on Emerging Telecommunications Technologies,35,2024,847
2-s2.0-85183089587,Nature Plants ,10,2024,833
2-s2.0-85182860547,Chinese Geographical Science,34,2024,848
2-s2.0-85182366221,Advances in Mathematics,438,2024,849
2-s2.0-85183450128,Applied Materials Today,36,2024,850
2-s2.0-85182887851,Chemical Engineering Journal,481,2024,197
2-s2.0-85183638648,Bulletin of the Iranian Mathematical Society,50,2024,851
2-s2.0-85182686650,Nature Sustainability,7,2024,852
2-s2.0-85182491250,Nature Immunology,25,2024,806
2-s2.0-85183311660,Gas Science and Engineering,122,2024,853
2-s2.0-85182518771,Applied Soft Computing,152,2024,383
2-s2.0-85182578900,Advances in Applied Energy,13,2024,854
2-s2.0-85182897721,Environmental Technology and Innovation,33,2024,855
2-s2.0-85182897567,Surfaces and Interfaces,45,2024,373
2-s2.0-85182606664,Acta Mechanica Sinica/Lixue Xuebao,40,2024,99
2-s2.0-85182602345,Journal of Environmental Chemical Engineering,12,2024,201
2-s2.0-85183470541,Journal of Hydrology,629,2024,335
2-s2.0-85183669579,Digital Signal Processing: A Review Journal,145,2024,856
2-s2.0-85182511256,International Journal of Electrical Power and Energy Systems,156,2024,87
2-s2.0-85182590461,"Water, Air, and Soil Pollution",235,2024,857
2-s2.0-85182907096,Surfaces and Interfaces,45,2024,373
2-s2.0-85182394937,International Journal of Electrical Power and Energy Systems,156,2024,87
2-s2.0-85183132067,Nature Metabolism,6,2024,858
2-s2.0-85183380518,Renewable Energy,222,2024,214
2-s2.0-85183586410,Journal of Cleaner Production,439,2024,296
2-s2.0-85183455445,Optical Materials,148,2024,859
2-s2.0-85183451086,Journal of Cleaner Production,439,2024,296
2-s2.0-85182880712,Structures,60,2024,323
2-s2.0-85182449696,Energy and Buildings,304,2024,310
2-s2.0-85183205598,TrAC - Trends in Analytical Chemistry,171,2024,320
2-s2.0-85181773438,Structures,60,2024,323
2-s2.0-85181739360,Geoenergy Science and Engineering,233,2024,492
2-s2.0-85181797803,IEEE Sensors Journal,24,2024,624
2-s2.0-85181585405,Chemical Engineering Journal,481,2024,197
2-s2.0-85182280544,Medical Image Analysis,92,2024,155
2-s2.0-85181687158,Applied Ocean Research,143,2024,402
2-s2.0-85181721033,Journal of Environmental Management,351,2024,329
2-s2.0-85181830150,Ocean Engineering,293,2024,313
2-s2.0-85182265550,Journal of Loss Prevention in the Process Industries,87,2024,225
2-s2.0-85182240646,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",1059,2024,240
2-s2.0-85181924683,Annals of Physics,461,2024,432
2-s2.0-85181676146,Journal of Membrane Science,693,2024,403
2-s2.0-85181662923,Applied Surface Science,645,2024,105
2-s2.0-85182017342,Materials and Design,238,2024,797
2-s2.0-85181772114,Marine Pollution Bulletin,199,2024,860
2-s2.0-85181882968,Bioresource Technology,394,2024,380
2-s2.0-85182277525,Materials Science and Engineering: A,892,2024,343
2-s2.0-85181833657,IEEE Transactions on Pattern Analysis and Machine Intelligence,46,2024,336
2-s2.0-85182249974,Journal of Dental Research,103,2024,861
2-s2.0-85181955510,Artificial Intelligence in Medicine,148,2024,862
2-s2.0-85182275625,International Journal of Extreme Manufacturing,6,2024,266
2-s2.0-85182191041,Diabetes Technology and Therapeutics,26,2024,863
2-s2.0-85181720578,Applied Surface Science,645,2024,105
2-s2.0-85181700860,Marine Pollution Bulletin,199,2024,860
2-s2.0-85181769688,Energy Conversion and Management,301,2024,308
2-s2.0-85182270867,Materials Science and Engineering: A,892,2024,343
2-s2.0-85182209223,Chemistry and Biodiversity,21,2024,864
2-s2.0-85181852747,Journal of Molecular Endocrinology,72,2024,865
2-s2.0-85181688529,Energy and Buildings,304,2024,310
2-s2.0-85181839949,Information Sciences,659,2024,397
2-s2.0-85181803553,Applied Surface Science Advances,19,2024,866
2-s2.0-85181577641,IEEE Transactions on Cybernetics,54,2024,543
2-s2.0-85181806149,Soils and Foundations,64,2024,867
2-s2.0-85181728404,Journal of Environmental Management,351,2024,329
2-s2.0-85181763974,Energy Storage Materials,65,2024,337
2-s2.0-85181767259,Materials Today Bio,24,2024,868
2-s2.0-85181803954,Redox Biology,69,2024,869
2-s2.0-85182020092,Sustainable Energy Technologies and Assessments,62,2024,230
2-s2.0-85181974522,Fibers and Polymers,25,2024,870
2-s2.0-85181936396,International Journal of Plasticity,173,2024,389
2-s2.0-85181873291,Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering,46,2024,871
2-s2.0-85181928892,Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering,46,2024,871
2-s2.0-85181778082,Applied Soft Computing,152,2024,383
2-s2.0-85181728353,Chemical Engineering Journal,481,2024,197
2-s2.0-85181869759,Vehicular Communications,45,2024,872
2-s2.0-85181759866,Engineering Applications of Artificial Intelligence,128,2024,68
2-s2.0-85181971124,Information Sciences,659,2024,397
2-s2.0-85181798475,IEEE Transactions on Cybernetics,54,2024,543
2-s2.0-85181901231,Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering,46,2024,871
2-s2.0-85181734183,International Journal of Impact Engineering,184,2024,282
2-s2.0-85181880498,Nature Electronics,7,2024,873
2-s2.0-85181833905,Bioorganic Chemistry,143,2024,211
2-s2.0-85182351911,Journal of Corporate Finance,84,2024,874
2-s2.0-85182223791,Nature Energy,9,2024,875
2-s2.0-85182276889,Chemosphere,350,2024,339
2-s2.0-85181742698,Engineering Applications of Artificial Intelligence,128,2024,68
2-s2.0-85182023386,Chemical Engineering Journal,481,2024,197
2-s2.0-85181870251,Chemical Engineering Journal,481,2024,197
2-s2.0-85181693087,Journal of Constructional Steel Research,213,2024,192
2-s2.0-85181978787,International Journal of Refractory Metals and Hard Materials,119,2024,876
2-s2.0-85182018998,Chemical Engineering Journal,481,2024,197
2-s2.0-85182223703,Nature Photonics,18,2024,877
2-s2.0-85181826096,Surfaces and Interfaces,45,2024,373
2-s2.0-85181577278,IEEE Transactions on Circuits and Systems I: Regular Papers,71,2024,878
2-s2.0-85181686271,Ocean Engineering,293,2024,313
2-s2.0-85181655511,Journal of Constructional Steel Research,213,2024,192
2-s2.0-85182281544,Aerospace Science and Technology,145,2024,238
2-s2.0-85181896656,Nature Geoscience,17,2024,879
2-s2.0-85181904922,International Journal of Machine Tools and Manufacture,195,2024,462
2-s2.0-85182161707,"Selecta Mathematica, New Series",30,2024,880
2-s2.0-85181983838,Aerospace Science and Technology,145,2024,238
2-s2.0-85182015811,IEEE Transactions on Pattern Analysis and Machine Intelligence,46,2024,336
2-s2.0-85181774908,Chemical Engineering Journal,481,2024,197
2-s2.0-85181747284,Soil Dynamics and Earthquake Engineering,177,2024,229
2-s2.0-85181722068,Journal of Cellular Physiology,239,2024,881
2-s2.0-85182316294,IEEE Transactions on Parallel and Distributed Systems,35,2024,882
2-s2.0-85182261880,Chinese Journal of Chemical Engineering,66,2024,820
2-s2.0-85182161716,KSCE Journal of Civil Engineering,28,2024,883
2-s2.0-85181888165,Process Safety and Environmental Protection,182,2024,884
2-s2.0-85182158309,Bioorganic Chemistry,143,2024,211
2-s2.0-85182198099,International Journal of Advanced Manufacturing Technology,130,2024,822
2-s2.0-85182255132,Journal of Environmental Management,352,2024,329
2-s2.0-85182017202,Bioresource Technology,394,2024,380
2-s2.0-85182210707,Administration and Society,56,2024,885
2-s2.0-85181808539,Transportation Research Part D: Transport and Environment,127,2024,431
2-s2.0-85181724119,Tunnelling and Underground Space Technology,144,2024,199
2-s2.0-85181800492,International Journal of Disaster Risk Reduction,101,2024,627
2-s2.0-85181828249,IEEE Transactions on Power Delivery,39,2024,886
2-s2.0-85182246446,Nano Research,17,2024,411
2-s2.0-85181962061,Pattern Recognition Letters,178,2024,887
2-s2.0-85182026538,Chemical Engineering Journal,481,2024,197
2-s2.0-85182264488,International Journal of Electrical Power and Energy Systems,156,2024,87
2-s2.0-85181800408,Bioorganic Chemistry,143,2024,211
2-s2.0-85181704631,Renewable Energy,222,2024,214
2-s2.0-85181950088,Science China Life Sciences,67,2024,888
2-s2.0-85181585225,Gongcheng Lixue/Engineering Mechanics,41,2024,743
2-s2.0-85181947637,Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering,46,2024,871
2-s2.0-85182019614,Computers and Electronics in Agriculture,217,2024,204
2-s2.0-85181762829,International Journal of Electrical Power and Energy Systems,156,2024,87
2-s2.0-85182168993,Nano Research,17,2024,411
2-s2.0-85180512857,Applied Thermal Engineering,238,2024,137
2-s2.0-85181563612,IEEE Transactions on Vehicular Technology,73,2024,889
2-s2.0-85180414905,Journal of Non-Crystalline Solids,625,2024,218
2-s2.0-85180413819,Tunnelling and Underground Space Technology,144,2024,199
2-s2.0-85180556830,Automation in Construction,158,2024,221
2-s2.0-85180538045,Journal of Constructional Steel Research,213,2024,192
2-s2.0-85181438538,Nature Structural and Molecular Biology,31,2024,890
2-s2.0-85181134432,Journal of Constructional Steel Research,213,2024,192
2-s2.0-85181106087,Tunnelling and Underground Space Technology,144,2024,199
2-s2.0-85180549989,Journal of Visual Communication and Image Representation,98,2024,426
2-s2.0-85180576834,Bioorganic Chemistry,143,2024,211
2-s2.0-85181567665,IEEE Sensors Letters,8,2024,891
2-s2.0-85181103256,Journal of Environmental Management,351,2024,329
2-s2.0-85180548012,Bioresource Technology,394,2024,380
2-s2.0-85181573139,IEEE Transactions on Pattern Analysis and Machine Intelligence,46,2024,336
2-s2.0-85180546354,Renewable Energy,221,2024,214
2-s2.0-85181555149,IEEE Transactions on Vehicular Technology,73,2024,889
2-s2.0-85180549073,Combustion and Flame,260,2024,210
2-s2.0-85181094312,Methods,222,2024,892
2-s2.0-85180570292,Journal of Hydrology: Regional Studies,51,2024,247
2-s2.0-85181213053,Cell Research,34,2024,893
2-s2.0-85180569463,Journal of Dentistry,141,2024,894
2-s2.0-85181130243,Information Sciences,658,2024,397
2-s2.0-85181122548,Energy Conversion and Management,301,2024,308
2-s2.0-85180529962,Energy and Buildings,304,2024,310
2-s2.0-85181103886,Soil Dynamics and Earthquake Engineering,177,2024,229
2-s2.0-85181085177,Children and Youth Services Review,157,2024,895
2-s2.0-85181507779,Discrete and Continuous Dynamical Systems - Series B,29,2024,896
2-s2.0-85180263407,Nano Research,17,2024,411
2-s2.0-85181558768,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",54,2024,512
2-s2.0-85181061784,Soil Dynamics and Earthquake Engineering,177,2024,229
2-s2.0-85180574160,Clinical Immunology,259,2024,828
2-s2.0-85181524752,iMeta,3,2024,897
2-s2.0-85181173617,Process Safety and Environmental Protection,182,2024,884
2-s2.0-85180461433,Tunnelling and Underground Space Technology,144,2024,199
2-s2.0-85181138537,Measurement: Sensors,31,2024,898
2-s2.0-85181134971,Journal of Environmental Psychology,93,2024,899
2-s2.0-85181438955,Nature Structural and Molecular Biology,31,2024,890
2-s2.0-85181495195,Nature Medicine,30,2024,900
2-s2.0-85180415862,International Journal of Electrical Power and Energy Systems,156,2024,87
2-s2.0-85181127648,Energy and Buildings,304,2024,310
2-s2.0-85181037123,Psychiatry Research,332,2024,901
2-s2.0-85181090533,Soil Dynamics and Earthquake Engineering,177,2024,229
2-s2.0-85180536518,Combustion and Flame,260,2024,210
2-s2.0-85180544080,International Journal of Heat and Fluid Flow,105,2024,902
2-s2.0-85180583927,Bioorganic Chemistry,143,2024,211
2-s2.0-85180371368,Journal of Environmental Management,351,2024,329
2-s2.0-85180928023,Journal of Constructional Steel Research,213,2024,192
2-s2.0-85180414007,Nuclear Engineering and Design,417,2024,255
2-s2.0-85181057504,Journal of Environmental Radioactivity,272,2024,903
2-s2.0-85181568022,IEEE Sensors Journal,24,2024,624
2-s2.0-85180804025,International Journal of Solids and Structures,288,2024,170
2-s2.0-85180528284,Journal of Constructional Steel Research,213,2024,192
2-s2.0-85180363550,Journal of Energy Storage,78,2024,168
2-s2.0-85180264637,Natural Hazards,120,2024,904
2-s2.0-85180746442,Food Bioscience,57,2024,905
2-s2.0-85180368441,Intermetallics,165,2024,453
2-s2.0-85181568946,IEEE Transactions on Pattern Analysis and Machine Intelligence,46,2024,336
2-s2.0-85180533595,Resources Policy,89,2024,364
2-s2.0-85180964200,Journal of Information Security and Applications,80,2024,393
2-s2.0-85180374969,Geoenergy Science and Engineering,233,2024,492
2-s2.0-85180373121,Theoretical and Applied Fracture Mechanics,129,2024,188
2-s2.0-85180402959,Renewable Energy,221,2024,214
2-s2.0-85181414483,Journal of Hypertension,42,2024,906
2-s2.0-85180416214,Journal of Energy Storage,78,2024,168
2-s2.0-85180365165,Computers and Geotechnics,166,2024,236
2-s2.0-85180533504,Composites Part A: Applied Science and Manufacturing,177,2024,138
2-s2.0-85180262743,Cell Research,34,2024,893
2-s2.0-85181172475,Process Safety and Environmental Protection,182,2024,884
2-s2.0-85180530116,Combustion and Flame,260,2024,210
2-s2.0-85181225875,Journal of Geometric Analysis,34,2024,429
2-s2.0-85180758280,Digital Signal Processing: A Review Journal,145,2024,856
2-s2.0-85180599013,Journal of Financial Economics,152,2024,907
2-s2.0-85181129056,Finance Research Letters,60,2024,414
