name,ID,domain
Acoustic fields,00001205,computerscience
Ligands,00001206,computerscience
Contact angle,00001207,computerscience
Computer circuits,00001208,computerscience
Logic gates,00001209,computerscience
Discrete time control systems,00001210,computerscience
Electric fault currents,00001211,computerscience
Bearings (machine parts),00001212,computerscience
Load testing,00001213,computerscience
Dielectric losses,00001214,computerscience
Niobium compounds,00001215,computerscience
Silicon alloys,00001216,computerscience
Mixing,00001217,computerscience
Heat storage,00001218,computerscience
Musculoskeletal system,00001219,computerscience
Air Microbiology,00001220,computerscience
Disinfection,00001221,computerscience
Feature propagation,00001222,computerscience
Ill posed problem,00001223,computerscience
Demolition,00001224,computerscience
Heating rate,00001225,computerscience
Induction heating,00001226,computerscience
Hydrothermal synthesis,00001227,computerscience
Gas cooled reactors,00001228,computerscience
Acoustic wave scattering,00001229,computerscience
Black holes,00001230,computerscience
Rendering (computer graphics),00001231,computerscience
Three dimensional computer graphics,00001232,computerscience
Collaborative robots,00001233,computerscience
Indoor positioning systems,00001234,computerscience
Mirrors,00001235,computerscience
Dataset,00001236,computerscience
Thermoelectric equipment,00001237,computerscience
Optical radar,00001238,computerscience
Chemical hazards,00001239,computerscience
Sustainable development,00001240,computerscience
Architecture,00001241,computerscience
Image classification,00001242,computerscience
Humidity control,00001243,computerscience
Bridge decks,00001244,computerscience
Ferromagnetism,00001245,computerscience
Data visualization,00001246,computerscience
Textures,00001247,computerscience
Coarse to fine,00001248,computerscience
Connectors (structural),00001249,computerscience
Beverages,00001250,computerscience
Physicochemical properties,00001251,computerscience
Flavonoids,00001252,computerscience
Fiber lasers,00001253,computerscience
Locks (fasteners),00001254,computerscience
Co-evolution,00001255,computerscience
Cyclodextrins,00001256,computerscience
Delivery,00001257,computerscience
Communication satellites,00001258,computerscience
Global positioning system,00001259,computerscience
Gaussian distribution,00001260,computerscience
Bilayer systems,00001261,computerscience
Heat exchangers,00001262,computerscience
Nusselt number,00001263,computerscience
Aluminum compounds,00001264,computerscience
Image segmentation,00001265,computerscience
Tracking (position),00001266,computerscience
(RGB-D) and visible-thermal tracking,00001267,computerscience
Experimental comparison,00001268,computerscience
Bias voltage,00001269,computerscience
Electron tunneling,00001270,computerscience
Jacobian matrices,00001271,computerscience
Absolute nodal coordinate formulation,00001272,computerscience
Absolute nodal coordinates,00001273,computerscience
ASTM standards,00001274,computerscience
Dynamic loads,00001275,computerscience
Mineralogy,00001276,computerscience
Electromagnetic wave reflection,00001277,computerscience
Image recognition,00001278,computerscience
Antigen Presentation,00001279,computerscience
Cytokines,00001280,computerscience
Laser beams,00001281,computerscience
Lenses,00001282,computerscience
Semantics,00001283,computerscience
Dissolved oxygen,00001284,computerscience
Carbon nanotubes,00001285,computerscience
Nuclear reactors,00001286,computerscience
Cerium,00001287,computerscience
Presentation rate,00001288,computerscience
Pupil dilation,00001289,computerscience
Pupil size,00001290,computerscience
Concrete slabs,00001291,computerscience
Copyrights,00001292,computerscience
Laser beam welding,00001293,computerscience
Optical waveguides,00001294,computerscience
Titanium,00001295,computerscience
3D modeling,00001296,computerscience
Machine shop practice,00001297,computerscience
Box girder bridges,00001298,computerscience
Cable stayed bridges,00001299,computerscience
Fuzzy sets,00001300,computerscience
Normal distribution,00001301,computerscience
Birefringence,00001302,computerscience
Hematite,00001303,computerscience
Linearization,00001304,computerscience
Supervised learning,00001305,computerscience
Contrastive learning,00001306,computerscience
Harmonic analysis,00001307,computerscience
Pulse width modulation,00001308,computerscience
Common mode voltage,00001309,computerscience
Mobile agents,00001310,computerscience
Advanced Encryption Standard,00001311,computerscience
Palmprint recognition,00001312,computerscience
Jamming,00001313,computerscience
Laser resonators,00001314,computerscience
Pumping (laser),00001315,computerscience
Containers,00001316,computerscience
Filling,00001317,computerscience
Reinforcement,00001318,computerscience
Cluster analysis,00001319,computerscience
Circular cylinders,00001320,computerscience
Drag,00001321,computerscience
Fluid structure interaction,00001322,computerscience
Prestressed concrete,00001323,computerscience
Core business,00001324,computerscience
Ceramic materials,00001325,computerscience
Electron energy levels,00001326,computerscience
Adversarial example,00001327,computerscience
Black box attack,00001328,computerscience
Black boxes,00001329,computerscience
Reinforced concrete,00001330,computerscience
Degassing,00001331,computerscience
Metal ions,00001332,computerscience
Microcracks,00001333,computerscience
Reflection,00001334,computerscience
Alkaline Phosphatase,00001335,computerscience
Biosensing Techniques,00001336,computerscience
Cloud storage,00001337,computerscience
Indexing (of information),00001338,computerscience
Sampling,00001339,computerscience
Scalability,00001340,computerscience
Cast in place concrete,00001341,computerscience
Formic acid,00001342,computerscience
Collision predicting,00001343,computerscience
Common models,00001344,computerscience
Condition,00001345,computerscience
Surface reactions,00001346,computerscience
"Absorptiometry, Photon",00001347,computerscience
Bone Density,00001348,computerscience
Gallium nitride,00001349,computerscience
Gelation,00001350,computerscience
Free radicals,00001351,computerscience
Manganese compounds,00001352,computerscience
Desulfurization,00001353,computerscience
Electric field measurement,00001354,computerscience
Profilometry,00001355,computerscience
Depth measurements,00001356,computerscience
Depth models,00001357,computerscience
Acid Rain,00001358,computerscience
Environmental Monitoring,00001359,computerscience
Obstetrics,00001360,computerscience
Application programs,00001361,computerscience
Computer software portability,00001362,computerscience
acetaldehyde,00001363,computerscience
alkane,00001364,computerscience
ketone,00001365,computerscience
Power electronics,00001366,computerscience
Real time systems,00001367,computerscience
Acoustic variables measurement,00001368,computerscience
Acoustic wave transmission,00001369,computerscience
Cloud chambers,00001370,computerscience
Energy dissipation,00001371,computerscience
Local search (optimization),00001372,computerscience
"Genes, Bacterial",00001373,computerscience
Controlled drug delivery,00001374,computerscience
Emulsification,00001375,computerscience
Enzymes,00001376,computerscience
Giant magnetoresistance,00001377,computerscience
Hard disk storage,00001378,computerscience
Silicon,00001379,computerscience
alcohol,00001380,computerscience
aldehyde,00001381,computerscience
Dengkou,00001382,computerscience
Hetao,00001383,computerscience
Honeycomb structures,00001384,computerscience
Repair,00001385,computerscience
Structural properties,00001386,computerscience
Carbon footprint,00001387,computerscience
Electric inductors,00001388,computerscience
Fuel Cells,00001389,computerscience
Fuels,00001390,computerscience
Industrial emissions,00001391,computerscience
Ecosystems,00001392,computerscience
Estimation,00001393,computerscience
Cost functions,00001394,computerscience
Cyclone separators,00001395,computerscience
Ducts,00001396,computerscience
Acceleration measurement,00001397,computerscience
Accelerometers,00001398,computerscience
Character recognition,00001399,computerscience
Memory architecture,00001400,computerscience
Abrasion,00001401,computerscience
Eutectics,00001402,computerscience
Hazardous materials,00001403,computerscience
Location,00001404,computerscience
Location based services,00001405,computerscience
Privacy-preserving techniques,00001406,computerscience
Elasticity,00001407,computerscience
Frequency response,00001408,computerscience
green fluorescent protein,00001409,computerscience
bioenergy,00001410,computerscience
central nervous system,00001411,computerscience
Japan,00001412,computerscience
Deposition,00001413,computerscience
Microwaves,00001414,computerscience
Digestion,00001415,computerscience
Docosahexaenoic Acids,00001416,computerscience
Industrial research,00001417,computerscience
Cladosporium,00001418,computerscience
Oxides,00001419,computerscience
Cooling water,00001420,computerscience
"Membranes, Artificial",00001421,computerscience
Phenols,00001422,computerscience
Atmospheric temperature,00001423,computerscience
Catchments,00001424,computerscience
3D faces,00001425,computerscience
Application scenario,00001426,computerscience
Electric network parameters,00001427,computerscience
Excimer lasers,00001428,computerscience
Aquatic ecosystems,00001429,computerscience
Aquatic organisms,00001430,computerscience
Biochemistry,00001431,computerscience
Cold Temperature,00001432,computerscience
Electrodeposition,00001433,computerscience
Fused salts,00001434,computerscience
Commerce,00001435,computerscience
Polynomials,00001436,computerscience
Undirected graphs,00001437,computerscience
Acyclic graphs,00001438,computerscience
Arsenic,00001439,computerscience
Arsenic Poisoning,00001440,computerscience
"Biodegradation, Environmental",00001441,computerscience
Air preheaters,00001442,computerscience
Boilers,00001443,computerscience
Cephalosporins,00001444,computerscience
"Drug Resistance, Microbial",00001445,computerscience
Fins (heat exchange),00001446,computerscience
Heat flux,00001447,computerscience
Heat transfer coefficients,00001448,computerscience
Humidity,00001449,computerscience
Structural design,00001450,computerscience
Tubular steel structures,00001451,computerscience
alkyne,00001452,computerscience
bromide,00001453,computerscience
iodide,00001454,computerscience
alcohol consumption,00001455,computerscience
anxiety,00001456,computerscience
Aquatic Organisms,00001457,computerscience
Butadiene,00001458,computerscience
Adverse Outcome Pathways,00001459,computerscience
Biological Transport,00001460,computerscience
Automatic guided vehicles,00001461,computerscience
Acetylcholinesterase,00001462,computerscience
Colorimetry,00001463,computerscience
Dichlorvos,00001464,computerscience
Failure analysis,00001465,computerscience
Biofuels,00001466,computerscience
K-means clustering,00001467,computerscience
Bainite,00001468,computerscience
Astrophysics,00001469,computerscience
Binaries:eclipsing,00001470,computerscience
Medical imaging,00001471,computerscience
Adaptive pretraining,00001472,computerscience
Hydration,00001473,computerscience
Composite materials,00001474,computerscience
Electrolytes,00001475,computerscience
Esters,00001476,computerscience
Tabu search,00001477,computerscience
Distributed heterogeneous,00001478,computerscience
Diesel engines,00001479,computerscience
Annealing,00001480,computerscience
Argon,00001481,computerscience
Selenium,00001482,computerscience
Global optimization,00001483,computerscience
Formaldehyde,00001484,computerscience
Probability distributions,00001485,computerscience
Cyclic voltammetry,00001486,computerscience
Electrolytic reduction,00001487,computerscience
Bays,00001488,computerscience
Bioanalysis,00001489,computerscience
Building blockes,00001490,computerscience
Covalent organic frameworks,00001491,computerscience
Android (operating system),00001492,computerscience
Mobile security,00001493,computerscience
Android malware,00001494,computerscience
Computational methods,00001495,computerscience
Erosion,00001496,computerscience
Plates (structural components),00001497,computerscience
Chemical industry,00001498,computerscience
Environmental technology,00001499,computerscience
Bars (metal),00001500,computerscience
Adaptation methods,00001501,computerscience
Domain adaptation,00001502,computerscience
Features extraction,00001503,computerscience
Nitrogen oxides,00001504,computerscience
Agriculture industries,00001505,computerscience
Large dataset,00001506,computerscience
Challenge,00001507,computerscience
Altyn Tagh Fault Zone,00001508,computerscience
Qaidam Basin,00001509,computerscience
Grain size and shape,00001510,computerscience
Mean square error,00001511,computerscience
Electrodialysis,00001512,computerscience
Coal combustion,00001513,computerscience
Actuators,00001514,computerscience
Brakes,00001515,computerscience
Density (specific gravity),00001516,computerscience
Ferroelectric devices,00001517,computerscience
Ferroelectric materials,00001518,computerscience
Rubber,00001519,computerscience
Aromatic compounds,00001520,computerscience
Band structure,00001521,computerscience
biomass,00001522,computerscience
forest ecosystem,00001523,computerscience
forest soil,00001524,computerscience
Acids,00001525,computerscience
Fatty acids,00001526,computerscience
Fermentation,00001527,computerscience
Energy management,00001528,computerscience
Ecosystem,00001529,computerscience
Gas hydrates,00001530,computerscience
Batch data processing,00001531,computerscience
Industrial chemicals,00001532,computerscience
Chromium alloys,00001533,computerscience
Hydrocarbons,00001534,computerscience
Petroleum,00001535,computerscience
Dielectric devices,00001536,computerscience
Scheduling algorithms,00001537,computerscience
Bi-level optimization,00001538,computerscience
Carrier concentration,00001539,computerscience
Exfoliation (materials science),00001540,computerscience
Investments,00001541,computerscience
Yield stress,00001542,computerscience
Gas permeable membranes,00001543,computerscience
Electric discharges,00001544,computerscience
Alarm systems,00001545,computerscience
Electric power systems,00001546,computerscience
Electric rectifiers,00001547,computerscience
Shanghai,00001548,computerscience
Cerenkov counters,00001549,computerscience
Chlorine,00001550,computerscience
Fly ash,00001551,computerscience
Rain,00001552,computerscience
Fiber Bragg gratings,00001553,computerscience
Anti-Inflammatory Agents,00001554,computerscience
Ethanol,00001555,computerscience
Emulsions,00001556,computerscience
Optical fibers,00001557,computerscience
Argentina,00001558,computerscience
Brazil,00001559,computerscience
Chile,00001560,computerscience
Heating temperature,00001561,computerscience
Nickel,00001562,computerscience
Nickel alloys,00001563,computerscience
Electric current distribution measurement,00001564,computerscience
Error detection,00001565,computerscience
Air Pollutants,00001566,computerscience
Air Pollution,00001567,computerscience
Electron scattering,00001568,computerscience
Magnetohydrodynamics,00001569,computerscience
Acoustic Stimulation,00001570,computerscience
Auditory Threshold,00001571,computerscience
Cochlea,00001572,computerscience
Composite beams and girders,00001573,computerscience
Hybrid materials,00001574,computerscience
Asteroseismological analysis,00001575,computerscience
Common source,00001576,computerscience
Follow up,00001577,computerscience
Bending moments,00001578,computerscience
Blue shift,00001579,computerscience
Ionization,00001580,computerscience
Cosmology,00001581,computerscience
Momentum,00001582,computerscience
Oscillating flow,00001583,computerscience
Viscosity of liquids,00001584,computerscience
Arches,00001585,computerscience
Compaction,00001586,computerscience
Glycoproteins,00001587,computerscience
Neurodegenerative diseases,00001588,computerscience
Nuclear magnetic resonance spectroscopy,00001589,computerscience
Charge transfer,00001590,computerscience
Cosine transforms,00001591,computerscience
Nonlinear systems,00001592,computerscience
acute heart infarction,00001593,computerscience
Zhejiang,00001594,computerscience
Glomerular disease,00001595,computerscience
Housing,00001596,computerscience
Compressed air,00001597,computerscience
Deforestation,00001598,computerscience
Oncology,00001599,computerscience
Proteins,00001600,computerscience
ac 862,00001601,computerscience
Equations of state,00001602,computerscience
Heterojunction bipolar transistors,00001603,computerscience
GPS,00001604,computerscience
image processing,00001605,computerscience
modeling,00001606,computerscience
Image retrieval,00001607,computerscience
Cooperative communication,00001608,computerscience
Satellites,00001609,computerscience
Bubble columns,00001610,computerscience
Bubble formation,00001611,computerscience
Bacillus cereus,00001612,computerscience
Color,00001613,computerscience
Cross-organizational,00001614,computerscience
Cross-organizational cooperative R&D two-way collaboration,00001615,computerscience
Difference coefficients,00001616,computerscience
aluminum potassium sulfate,00001617,computerscience
aromatic hydrocarbon receptor,00001618,computerscience
cyclooxygenase 2,00001619,computerscience
Ball milling,00001620,computerscience
Electronic Waste,00001621,computerscience
Flotation,00001622,computerscience
Adaptive cruise control,00001623,computerscience
Continuum mechanics,00001624,computerscience
Partial differential equations,00001625,computerscience
Tianjin,00001626,computerscience
Floods,00001627,computerscience
Chengdu,00001628,computerscience
Stochastic control systems,00001629,computerscience
Stochastic systems,00001630,computerscience
Desorption,00001631,computerscience
Optoelectronic devices,00001632,computerscience
Single crystals,00001633,computerscience
Portland cement,00001634,computerscience
Radioactive wastes,00001635,computerscience
Agricultural machinery,00001636,computerscience
Compressed air energy storage,00001637,computerscience
Pressure vessels,00001638,computerscience
Lanthanum,00001639,computerscience
conceptual framework,00001640,computerscience
cultural relations,00001641,computerscience
Graphical user interfaces,00001642,computerscience
Copper alloys,00001643,computerscience
Integrated circuit interconnects,00001644,computerscience
Stress analysis,00001645,computerscience
Clinical research,00001646,computerscience
Control theory,00001647,computerscience
Nanosatellites,00001648,computerscience
Earthquake effects,00001649,computerscience
Excited states,00001650,computerscience
Dislocations (crystals),00001651,computerscience
Hardening,00001652,computerscience
Irradiation,00001653,computerscience
Electromyography,00001654,computerscience
Fingers,00001655,computerscience
Ellagic acid,00001656,computerscience
Fluorescence quenching,00001657,computerscience
Heterojunctions,00001658,computerscience
Network security,00001659,computerscience
Random processes,00001660,computerscience
Sensitive data,00001661,computerscience
Centrifugation,00001662,computerscience
Advection,00001663,computerscience
Clinical Competence,00001664,computerscience
"Education, Medical",00001665,computerscience
Decarbonization,00001666,computerscience
Fatigue testing,00001667,computerscience
Groundwater resources,00001668,computerscience
Recharging (underground waters),00001669,computerscience
Snow,00001670,computerscience
Yangtze Delta,00001671,computerscience
Markov processes,00001672,computerscience
breakthrough curve,00001673,computerscience
data interpretation,00001674,computerscience
fractured medium,00001675,computerscience
Controlled-drainage,00001676,computerscience
Fuzzy Logic,00001677,computerscience
Tengchong Volcanic Field,00001678,computerscience
Yunnan,00001679,computerscience
Abstracting,00001680,computerscience
Boundary value problems,00001681,computerscience
Cylinders (shapes),00001682,computerscience
Eigenvalues and eigenfunctions,00001683,computerscience
Glioblastoma,00001684,computerscience
Glioma,00001685,computerscience
Hubei,00001686,computerscience
Wuhan,00001687,computerscience
Aromatization,00001688,computerscience
Offshore oil well production,00001689,computerscience
Offshore structures,00001690,computerscience
accessibility,00001691,computerscience
Interferometers,00001692,computerscience
Refractive index,00001693,computerscience
Molybdenum compounds,00001694,computerscience
Job analysis,00001695,computerscience
Problem solving,00001696,computerscience
Robot programming,00001697,computerscience
chaperonin 60,00001698,computerscience
CHCHD3 protein,00001699,computerscience
LRPPRC protein,00001700,computerscience
Amylases,00001701,computerscience
Cloning,00001702,computerscience
Luding,00001703,computerscience
Electromagnetic pulse,00001704,computerscience
Electromagnetic shielding,00001705,computerscience
ALK7 protein,00001706,computerscience
complementary DNA,00001707,computerscience
glucose,00001708,computerscience
Cameras,00001709,computerscience
Quantum Hall effect,00001710,computerscience
Computer aided manufacturing,00001711,computerscience
Automatic target recognition,00001712,computerscience
Azo Compounds,00001713,computerscience
Coloring Agents,00001714,computerscience
Abbreviated Injury Scale,00001715,computerscience
Monte Carlo methods,00001716,computerscience
Carotid Arteries,00001717,computerscience
Energy transfer,00001718,computerscience
Anthropometry,00001719,computerscience
Fujian,00001720,computerscience
Wuyishan Nature Reserve,00001721,computerscience
alpha fetoprotein,00001722,computerscience
antivirus agent,00001723,computerscience
Flexible electronics,00001724,computerscience
Biodegradable polymers,00001725,computerscience
Quantum cryptography,00001726,computerscience
Quantum optics,00001727,computerscience
Biomechanical Phenomena,00001728,computerscience
Cadaver,00001729,computerscience
Three Gorges Dam,00001730,computerscience
Compression performance,00001731,computerscience
Boltzmann equation,00001732,computerscience
3d-modeling,00001733,computerscience
Electric space charge,00001734,computerscience
HVDC power transmission,00001735,computerscience
Jinan [Shandong],00001736,computerscience
Tactile sensors,00001737,computerscience
Development flow,00001738,computerscience
Glycyrrhetinic Acid,00001739,computerscience
Calcite,00001740,computerscience
Calcium carbonate,00001741,computerscience
Biomimetic Materials,00001742,computerscience
Peptides,00001743,computerscience
Brain Mapping,00001744,computerscience
Consciousness,00001745,computerscience
Cobalt alloys,00001746,computerscience
Magnetic materials,00001747,computerscience
Infrared devices,00001748,computerscience
Computational chemistry,00001749,computerscience
Navier Stokes equations,00001750,computerscience
Particle size,00001751,computerscience
3D analysis,00001752,computerscience
Absorption fluctuations,00001753,computerscience
Catalog,00001754,computerscience
Isomers,00001755,computerscience
Molecular orbitals,00001756,computerscience
Ohmic contacts,00001757,computerscience
Nanostructures,00001758,computerscience
Fourier transform infrared spectroscopy,00001759,computerscience
Centrifuges,00001760,computerscience
Deposits,00001761,computerscience
Condensation,00001762,computerscience
Domestic appliances,00001763,computerscience
Smart power grids,00001764,computerscience
Macromolecules,00001765,computerscience
Medical applications,00001766,computerscience
Bevel gears,00001767,computerscience
Microelectronics,00001768,computerscience
Query languages,00001769,computerscience
Iron-based Superconductors,00001770,computerscience
C reactive protein,00001771,computerscience
creatinine,00001772,computerscience
interleukin 6,00001773,computerscience
Job satisfaction,00001774,computerscience
Office buildings,00001775,computerscience
age distribution,00001776,computerscience
aged,00001777,computerscience
Geologic Sediments,00001778,computerscience
Microbiota,00001779,computerscience
Heptane,00001780,computerscience
Ignition,00001781,computerscience
organic matter,00001782,computerscience
reagent,00001783,computerscience
Flood control,00001784,computerscience
Bacillaceae,00001785,computerscience
Three dimensional displays,00001786,computerscience
Ethanolamines,00001787,computerscience
Blood,00001788,computerscience
Coercive force,00001789,computerscience
Matrix factorization,00001790,computerscience
Pattern recognition,00001791,computerscience
Fatigue damage,00001792,computerscience
Residual stresses,00001793,computerscience
Submerged arc welding,00001794,computerscience
Buoyancy,00001795,computerscience
Aluminum alloy components,00001796,computerscience
Anaerobiosis,00001797,computerscience
"Bacteria, Anaerobic",00001798,computerscience
Qinghai,00001799,computerscience
Xining,00001800,computerscience
Air transportation,00001801,computerscience
Biological materials,00001802,computerscience
Organic acids,00001803,computerscience
Absorbing structure,00001804,computerscience
Absorption performance,00001805,computerscience
Electromagnetic-thermo-mechanical coupling,00001806,computerscience
Finite volume method,00001807,computerscience
Fourier analysis,00001808,computerscience
Fourier transforms,00001809,computerscience
Aluminum nitride,00001810,computerscience
Brillouin scattering,00001811,computerscience
Continuous wave lasers,00001812,computerscience
Cementing (shafts),00001813,computerscience
Seismology,00001814,computerscience
Hydraulic equipment,00001815,computerscience
Model reference adaptive control,00001816,computerscience
Pneumatic actuators,00001817,computerscience
Fiber reinforced plastics,00001818,computerscience
Biocatalysis,00001819,computerscience
Organic Chemicals,00001820,computerscience
Charcoal,00001821,computerscience
Environmental Pollution,00001822,computerscience
License plates (automobile),00001823,computerscience
Motion compensation,00001824,computerscience
Machine tools,00001825,computerscience
Galerkin methods,00001826,computerscience
Heavy metals,00001827,computerscience
Leaching,00001828,computerscience
Electronics industry,00001829,computerscience
Anisotropy,00001830,computerscience
Anisotropic-graph neural network,00001831,computerscience
Computer aided software engineering,00001832,computerscience
Array,00001833,computerscience
Antineoplastic Agents,00001834,computerscience
California,00001835,computerscience
United States,00001836,computerscience
England,00001837,computerscience
Finland,00001838,computerscience
France,00001839,computerscience
Electrocatalysts,00001840,computerscience
Drug delivery,00001841,computerscience
Electric transformer testing,00001842,computerscience
Molecules,00001843,computerscience
Alkalies,00001844,computerscience
Polymers,00001845,computerscience
Data collection,00001846,computerscience
Decision support systems,00001847,computerscience
System theory,00001848,computerscience
Bibliometric,00001849,computerscience
Electronic commerce,00001850,computerscience
Food products,00001851,computerscience
Loading,00001852,computerscience
Pebble bed reactors,00001853,computerscience
Thorium,00001854,computerscience
B7-H1 Antigen,00001855,computerscience
CD8-Positive T-Lymphocytes,00001856,computerscience
Colorectal Neoplasms,00001857,computerscience
Frequency stability,00001858,computerscience
Modal analysis,00001859,computerscience
Rigid structures,00001860,computerscience
Rigidity,00001861,computerscience
Biological Assay,00001862,computerscience
"DNA, Bacterial",00001863,computerscience
Gold,00001864,computerscience
Agglomeration,00001865,computerscience
Amines,00001866,computerscience
Calcium Carbonate,00001867,computerscience
economic growth,00001868,computerscience
industrial structure,00001869,computerscience
Commercial vehicles,00001870,computerscience
anthropometric parameters,00001871,computerscience
heterogeneity,00001872,computerscience
research,00001873,computerscience
Steel fibers,00001874,computerscience
Tubes (components),00001875,computerscience
Hydrophilicity,00001876,computerscience
Ion beams,00001877,computerscience
Ion sources,00001878,computerscience
Contact resistance,00001879,computerscience
Corrosion resistant coatings,00001880,computerscience
Film preparation,00001881,computerscience
Algae,00001882,computerscience
Atmospheric humidity,00001883,computerscience
Carboxylic acids,00001884,computerscience
Cellulose Derivatives,00001885,computerscience
Elastomers,00001886,computerscience
Information use,00001887,computerscience
Encrypted traffic,00001888,computerscience
Hierarchical features,00001889,computerscience
Hierarchical network,00001890,computerscience
Oxygen,00001891,computerscience
Solar concentrators,00001892,computerscience
Light emitting diodes,00001893,computerscience
Career paths,00001894,computerscience
Chinese universities,00001895,computerscience
Ocean structures,00001896,computerscience
Oceanography,00001897,computerscience
Network layers,00001898,computerscience
Biomass,00001899,computerscience
Railroad cars,00001900,computerscience
Railroad tracks,00001901,computerscience
Fast frequency response,00001902,computerscience
Frequency dynamics,00001903,computerscience
Frequency management,00001904,computerscience
Fission products,00001905,computerscience
Information theory,00001906,computerscience
Air purification,00001907,computerscience
Exergy,00001908,computerscience
Computer aided design,00001909,computerscience
Amyotrophic Lateral Sclerosis,00001910,computerscience
Bending strength,00001911,computerscience
Electric Power Supplies,00001912,computerscience
Co-occurrence,00001913,computerscience
Comorbidities,00001914,computerscience
Cross-lagged panel design,00001915,computerscience
Seismic design,00001916,computerscience
Gansu,00001917,computerscience
Henan,00001918,computerscience
"DNA, Catalytic",00001919,computerscience
Integrated circuit design,00001920,computerscience
Flocculation,00001921,computerscience
Battery storage,00001922,computerscience
Visualization,00001923,computerscience
Annotation,00001924,computerscience
Filled polymers,00001925,computerscience
Fire hazards,00001926,computerscience
Hong Kong,00001927,computerscience
competitiveness,00001928,computerscience
Anesthesiology,00001929,computerscience
Crystal impurities,00001930,computerscience
Laser ablation,00001931,computerscience
Ion mobility spectrometers,00001932,computerscience
Spectrometry,00001933,computerscience
Software testing,00001934,computerscience
Tanzania,00001935,computerscience
Macau,00001936,computerscience
Urban planning,00001937,computerscience
communication,00001938,computerscience
Disease control,00001939,computerscience
Equipment Design,00001940,computerscience
Hematocrit,00001941,computerscience
Microfluidics,00001942,computerscience
Data Compression,00001943,computerscience
Language,00001944,computerscience
Granular materials,00001945,computerscience
Fatigue crack propagation,00001946,computerscience
Alginate,00001947,computerscience
Ecodesign,00001948,computerscience
agricultural management,00001949,computerscience
agricultural modeling,00001950,computerscience
crop performance,00001951,computerscience
Electron transitions,00001952,computerscience
Axial flow,00001953,computerscience
Combustors,00001954,computerscience
Detonation,00001955,computerscience
Heat conduction,00001956,computerscience
Engines,00001957,computerscience
Asteroids,00001958,computerscience
Microgravity processing,00001959,computerscience
Asteroid exploration,00001960,computerscience
Jets,00001961,computerscience
Trajectories,00001962,computerscience
Breakup mechanisms,00001963,computerscience
Phase diagrams,00001964,computerscience
Expansion,00001965,computerscience
Two phase flow,00001966,computerscience
Datapoints,00001967,computerscience
Biofouling,00001968,computerscience
Degradation state,00001969,computerscience
Degradation state detection,00001970,computerscience
Shock waves,00001971,computerscience
Spontaneous combustion,00001972,computerscience
Glycerol,00001973,computerscience
Silica,00001974,computerscience
Conductive materials,00001975,computerscience
Displays,00001976,computerscience
Emission,00001977,computerscience
Recycling,00001978,computerscience
Tensile strength,00001979,computerscience
Heat resistance,00001980,computerscience
Molecular dynamics,00001981,computerscience
Carbon neutralities,00001982,computerscience
Digital mechanism,00001983,computerscience
Design for testability,00001984,computerscience
Cartilage,00001985,computerscience
Circular waveguides,00001986,computerscience
Curve fitting,00001987,computerscience
Monolithic integrated circuits,00001988,computerscience
Si-Ge alloys,00001989,computerscience
Silicon wafers,00001990,computerscience
Slip forming,00001991,computerscience
Viscoelasticity,00001992,computerscience
Balance model,00001993,computerscience
Impedance matching (electric),00001994,computerscience
Morphology,00001995,computerscience
Mating surfaces,00001996,computerscience
aerobic exercise,00001997,computerscience
body composition,00001998,computerscience
body fat percentage,00001999,computerscience
Differential equations,00002000,computerscience
Brines,00002001,computerscience
Energy conversion efficiency,00002002,computerscience
Oil well logging,00002003,computerscience
Asset management,00002004,computerscience
Data Analytics,00002005,computerscience
Energy resources,00002006,computerscience
Frictional heat,00002007,computerscience
High Speed,00002008,computerscience
History,00002009,computerscience
Chinese bronze,00002010,computerscience
Functionally graded materials,00002011,computerscience
Metallic matrix composites,00002012,computerscience
Graphite electrodes,00002013,computerscience
Chemical-reaction optimizations,00002014,computerscience
Cost-aware,00002015,computerscience
Cesium,00002016,computerscience
Compliance control,00002017,computerscience
Game theory,00002018,computerscience
Electrolytic capacitors,00002019,computerscience
cre recombinase,00002020,computerscience
fibronectin,00002021,computerscience
lentivirus vector,00002022,computerscience
Ceramic membranes,00002023,computerscience
Control rods,00002024,computerscience
Hydraulics,00002025,computerscience
Water hammer,00002026,computerscience
Classifiers,00002027,computerscience
Doppler effect,00002028,computerscience
Image analysis,00002029,computerscience
Metal analysis,00002030,computerscience
Electric load flow,00002031,computerscience
Containment vessels,00002032,computerscience
Effluent treatment,00002033,computerscience
Condition based maintenance,00002034,computerscience
Railroad transportation,00002035,computerscience
Amorphous carbon,00002036,computerscience
ASHRAE standards,00002037,computerscience
Multiobjective optimization,00002038,computerscience
Solid oxide fuel cells (SOFC),00002039,computerscience
Modeling languages,00002040,computerscience
Quantum communication,00002041,computerscience
Electrochemical properties,00002042,computerscience
Fractal dimension,00002043,computerscience
Coriolis force,00002044,computerscience
Gas turbines,00002045,computerscience
Coal fired boilers,00002046,computerscience
Digital forensics,00002047,computerscience
Exponential functions,00002048,computerscience
Activation functions,00002049,computerscience
Polynomial approximation,00002050,computerscience
Signal to noise ratio,00002051,computerscience
Convex approximation,00002052,computerscience
Access control,00002053,computerscience
Bond length,00002054,computerscience
Catalytic oxidation,00002055,computerscience
Fuzzy inference,00002056,computerscience
Time varying control systems,00002057,computerscience
Alkalinity,00002058,computerscience
Sludge disposal,00002059,computerscience
